product_id,product_name,category,machine_type,brand,model_compatibility,unit_cost,unit_price,margin_percentage,gst_rate,weight_kg,dimensions_cm,material_type,warranty_months,reorder_level_product,safety_stock_product,max_stock_level,lead_time_days,criticality_level,usage_frequency,uom,last_purchase_price,last_purchase_date,branch_id,opening_stock,reorder_level_inventory,safety_stock_inventory,max_stock,current_stock,warehouse_bin,total_quantity_sold,total_sales_value,stock_to_sales_ratio,average_selling_price,stock_to_max_ratio,unit_margin,inventory_cost_value,inventory_retail_value,demand_level,overstock_flag,last_purchase_date_year,last_purchase_date_month,last_purchase_date_month_name,last_purchase_date_quarter,missing_value_count,data_completeness_percentage
P013,Seal Kit SK-15,Seals,Excavator,CAT,CAT 320D,950,1450,34.48275862068966,18,0.6,15x10x6,rubber,6,80,40,200,9,Medium,High,set,920,2022-12-19,DEL001,126,48,27,249,108520,E18,44081,75422591.0,2.4618316281391075,1711.0,435.82329317269074,500,103094000,157354000,Low Demand,Overstock,2022,12,December,4,0,100.0
P013,Seal Kit SK-15,Seals,Excavator,CAT,CAT 320D,950,1450,34.48275862068966,18,0.6,15x10x6,rubber,6,80,40,200,9,Medium,High,set,920,2022-12-19,PUN001,80,25,16,133,104221,F04,44081,75422591.0,2.36430661736349,1711.0,783.6165413533835,500,99009950,151120450,Low Demand,Overstock,2022,12,December,4,0,100.0
P013,Seal Kit SK-15,Seals,Excavator,CAT,CAT 320D,950,1450,34.48275862068966,18,0.6,15x10x6,rubber,6,80,40,200,9,Medium,High,set,920,2022-12-19,CHN001,156,56,45,307,106476,D08,44081,75422591.0,2.4154624441369297,1711.0,346.8273615635179,500,101152200,154390200,Low Demand,Overstock,2022,12,December,4,0,100.0
P013,Seal Kit SK-15,Seals,Excavator,CAT,CAT 320D,950,1450,34.48275862068966,18,0.6,15x10x6,rubber,6,80,40,200,9,Medium,High,set,920,2022-12-19,HYD001,233,86,52,412,111295,D06,44081,75422591.0,2.5247839205099702,1711.0,270.13349514563106,500,105730250,161377750,Low Demand,Overstock,2022,12,December,4,0,100.0
P013,Seal Kit SK-15,Seals,Excavator,CAT,CAT 320D,950,1450,34.48275862068966,18,0.6,15x10x6,rubber,6,80,40,200,9,Medium,High,set,920,2022-12-19,KOL001,129,44,26,233,105381,F03,44081,75422591.0,2.3906218098500487,1711.0,452.27896995708153,500,100111950,152802450,Low Demand,Overstock,2022,12,December,4,0,100.0
P013,Seal Kit SK-15,Seals,Excavator,CAT,CAT 320D,950,1450,34.48275862068966,18,0.6,15x10x6,rubber,6,80,40,200,9,Medium,High,set,920,2022-12-19,AHM001,84,25,22,150,98687,E04,44081,75422591.0,2.2387650007939928,1711.0,657.9133333333333,500,93752650,143096150,Low Demand,Overstock,2022,12,December,4,0,100.0
P014,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,17.964071856287426,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,2023-03-05,DEL001,203,72,44,384,111321,B15,45035,4813340800.0,2.4718774286665925,106880.0,289.8984375,15000,7625488500,9295303500,Low Demand,Overstock,2023,3,March,1,0,100.0
P014,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,17.964071856287426,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,2023-03-05,PUN001,87,33,20,164,113386,E17,45035,4813340800.0,2.5177306539358275,106880.0,691.3780487804878,15000,7766941000,9467731000,Low Demand,Overstock,2023,3,March,1,0,100.0
P014,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,17.964071856287426,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,2023-03-05,CHN001,157,60,40,303,114302,F14,45035,4813340800.0,2.5380703896969026,106880.0,377.2343234323432,15000,7829687000,9544217000,Low Demand,Overstock,2023,3,March,1,0,100.0
P014,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,17.964071856287426,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,2023-03-05,HYD001,200,71,50,377,111315,C17,45035,4813340800.0,2.471744198956367,106880.0,295.2652519893899,15000,7625077500,9294802500,Low Demand,Overstock,2023,3,March,1,0,100.0
P014,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,17.964071856287426,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,2023-03-05,KOL001,268,106,60,519,105994,D06,45035,4813340800.0,2.353591650938159,106880.0,204.22736030828517,15000,7260589000,8850499000,Low Demand,Overstock,2023,3,March,1,0,100.0
P014,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,17.964071856287426,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,2023-03-05,AHM001,108,32,27,171,105345,E07,45035,4813340800.0,2.339180637282114,106880.0,616.0526315789474,15000,7216132500,8796307500,Low Demand,Overstock,2023,3,March,1,0,100.0
P015,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,19.747899159663866,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,2023-06-17,DEL001,223,75,60,387,100967,E12,45222,6888215040.0,2.232696475166954,152320.0,260.8966408268734,23500,9642348500,12015073000,Low Demand,Overstock,2023,6,June,2,0,100.0
P015,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,19.747899159663866,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,2023-06-17,PUN001,134,43,34,210,106048,A13,45222,6888215040.0,2.3450532926451726,152320.0,504.9904761904762,23500,10127584000,12619712000,Low Demand,Overstock,2023,6,June,2,0,100.0
P015,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,19.747899159663866,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,2023-06-17,CHN001,239,91,57,370,113851,C20,45222,6888215040.0,2.5176020520985363,152320.0,307.70540540540543,23500,10872770500,13548269000,Low Demand,Overstock,2023,6,June,2,0,100.0
P015,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,19.747899159663866,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,2023-06-17,HYD001,149,56,43,226,110035,A16,45222,6888215040.0,2.4332183450532927,152320.0,486.8805309734513,23500,10508342500,13094165000,Low Demand,Overstock,2023,6,June,2,0,100.0
P015,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,19.747899159663866,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,2023-06-17,KOL001,292,116,81,508,96547,B18,45222,6888215040.0,2.1349564371323693,152320.0,190.0531496062992,23500,9220238500,11489093000,Low Demand,Overstock,2023,6,June,2,0,100.0
P015,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,19.747899159663866,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,2023-06-17,AHM001,85,28,24,131,105135,A13,45222,6888215040.0,2.324864004245721,152320.0,802.5572519083969,23500,10040392500,12511065000,Low Demand,Overstock,2023,6,June,2,0,100.0
P016,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,23.52941176470588,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,2023-09-28,DEL001,242,84,66,434,104189,A02,46306,557339016.0,2.2500107977367945,12036.0,240.0668202764977,2400,812674200,1062727800,High Demand,Overstock,2023,9,September,3,0,100.0
P016,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,23.52941176470588,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,2023-09-28,PUN001,217,74,47,371,103006,A07,46306,557339016.0,2.2244633524813198,12036.0,277.644204851752,2400,803446800,1050661200,High Demand,Overstock,2023,9,September,3,0,100.0
P016,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,23.52941176470588,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,2023-09-28,CHN001,180,71,45,309,112003,C19,46306,557339016.0,2.4187578283591757,12036.0,362.46925566343043,2400,873623400,1142430600,High Demand,Overstock,2023,9,September,3,0,100.0
P016,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,23.52941176470588,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,2023-09-28,HYD001,103,35,24,177,106040,A01,46306,557339016.0,2.289984019349544,12036.0,599.0960451977401,2400,827112000,1081608000,High Demand,Overstock,2023,9,September,3,0,100.0
P016,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,23.52941176470588,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,2023-09-28,KOL001,148,49,32,277,97829,D04,46306,557339016.0,2.1126635857124345,12036.0,353.17328519855596,2400,763066200,997855800,High Demand,Overstock,2023,9,September,3,0,100.0
P016,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,23.52941176470588,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,2023-09-28,AHM001,95,33,25,164,110893,D04,46306,557339016.0,2.3947868526756793,12036.0,676.1768292682926,2400,864965400,1131108600,High Demand,Overstock,2023,9,September,3,0,100.0
P017,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,38.46153846153847,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,2023-12-11,DEL001,243,93,72,479,112971,B15,45578,27966660.8,2.478630040809162,613.6,235.84759916492692,200,36150720,58744920,Low Demand,Overstock,2023,12,December,4,0,100.0
P017,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,38.46153846153847,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,2023-12-11,PUN001,206,63,56,331,104847,F06,45578,27966660.8,2.3003861512133046,613.6,316.7583081570997,200,33551040,54520440,Low Demand,Overstock,2023,12,December,4,0,100.0
P017,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,38.46153846153847,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,2023-12-11,CHN001,178,59,45,300,106266,C15,45578,27966660.8,2.3315195927859933,613.6,354.22,200,34005120,55258320,Low Demand,Overstock,2023,12,December,4,0,100.0
P017,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,38.46153846153847,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,2023-12-11,HYD001,88,26,23,172,117058,F05,45578,27966660.8,2.5683004958532627,613.6,680.5697674418604,200,37458560,60870160,Low Demand,Overstock,2023,12,December,4,0,100.0
P017,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,38.46153846153847,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,2023-12-11,KOL001,208,72,56,344,108003,B06,45578,27966660.8,2.369630084689982,613.6,313.96220930232556,200,34560960,56161560,Low Demand,Overstock,2023,12,December,4,0,100.0
P017,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,38.46153846153847,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,2023-12-11,AHM001,276,99,82,542,109921,E01,45578,27966660.8,2.4117117907762515,613.6,202.80627306273064,200,35174720,57158920,Low Demand,Overstock,2023,12,December,4,0,100.0
P018,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,27.43362831858407,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,2024-02-20,DEL001,282,106,74,508,114627,D12,45027,651270528.0,2.545739223132787,14464.0,225.64370078740157,3100,939941400,1295285100,Low Demand,Overstock,2024,2,February,1,0,100.0
P018,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,27.43362831858407,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,2024-02-20,PUN001,155,55,41,293,111530,A10,45027,651270528.0,2.476958269482755,14464.0,380.64846416382255,3100,914546000,1260289000,Low Demand,Overstock,2024,2,February,1,0,100.0
P018,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,27.43362831858407,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,2024-02-20,CHN001,283,98,74,564,113318,A15,45027,651270528.0,2.5166677771115107,14464.0,200.91843971631207,3100,929207600,1280493400,Low Demand,Overstock,2024,2,February,1,0,100.0
P018,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,27.43362831858407,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,2024-02-20,HYD001,210,78,58,322,112953,E13,45027,651270528.0,2.5085615297488175,14464.0,350.7857142857143,3100,926214600,1276368900,Low Demand,Overstock,2024,2,February,1,0,100.0
P018,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,27.43362831858407,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,2024-02-20,KOL001,161,59,42,284,96607,B03,45027,651270528.0,2.1455349012814535,14464.0,340.1654929577465,3100,792177400,1091659100,Low Demand,Overstock,2024,2,February,1,0,100.0
P018,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,27.43362831858407,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,2024-02-20,AHM001,262,89,64,438,101420,F08,45027,651270528.0,2.252426321984587,14464.0,231.55251141552512,3100,831644000,1146046000,Low Demand,Overstock,2024,2,February,1,0,100.0
P019,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,21.608040201005025,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,2024-05-03,DEL001,125,37,27,208,118200,D07,45971,2341946624.0,2.571186182593374,50944.0,568.2692307692307,8600,3687840000,4704360000,Medium Demand,Overstock,2024,5,May,2,0,100.0
P019,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,21.608040201005025,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,2024-05-03,PUN001,116,36,27,207,109388,C04,45971,2341946624.0,2.379500119640643,50944.0,528.4444444444445,8600,3412905600,4353642400,Medium Demand,Overstock,2024,5,May,2,0,100.0
P019,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,21.608040201005025,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,2024-05-03,CHN001,287,86,66,566,100413,D20,45971,2341946624.0,2.1842683430858583,50944.0,177.40812720848058,8600,3132885600,3996437400,Medium Demand,Overstock,2024,5,May,2,0,100.0
P019,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,21.608040201005025,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,2024-05-03,HYD001,209,81,49,350,100008,D17,45971,2341946624.0,2.1754584411911857,50944.0,285.7371428571429,8600,3120249600,3980318400,Medium Demand,Overstock,2024,5,May,2,0,100.0
P019,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,21.608040201005025,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,2024-05-03,KOL001,92,30,22,141,88853,E11,45971,2341946624.0,1.9328054643144592,50944.0,630.1631205673759,8600,2772213600,3536349400,Medium Demand,Overstock,2024,5,May,2,0,100.0
P019,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,21.608040201005025,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,2024-05-03,AHM001,217,85,46,378,105387,A03,45971,2341946624.0,2.29246699005895,50944.0,278.8015873015873,8600,3288074400,4194402600,Medium Demand,Overstock,2024,5,May,2,0,100.0
P020,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,34.78260869565217,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,2024-07-19,DEL001,91,31,24,140,104360,A07,45340,61526380.0,2.301720335244817,1357.0,745.4285714285714,400,78270000,120014000,Low Demand,Overstock,2024,7,July,3,0,100.0
P020,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,34.78260869565217,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,2024-07-19,PUN001,80,24,16,140,102734,E12,45340,61526380.0,2.2658579620644024,1357.0,733.8142857142857,400,77050500,118144100,Low Demand,Overstock,2024,7,July,3,0,100.0
P020,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,34.78260869565217,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,2024-07-19,CHN001,300,105,84,454,113260,F01,45340,61526380.0,2.498014997794442,1357.0,249.4713656387665,400,84945000,130249000,Low Demand,Overstock,2024,7,July,3,0,100.0
P020,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,34.78260869565217,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,2024-07-19,HYD001,161,64,46,273,102636,A15,45340,61526380.0,2.26369651521835,1357.0,375.95604395604397,400,76977000,118031400,Low Demand,Overstock,2024,7,July,3,0,100.0
P020,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,34.78260869565217,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,2024-07-19,KOL001,182,61,53,355,99570,D07,45340,61526380.0,2.1960741067490077,1357.0,280.4788732394366,400,74677500,114505500,Low Demand,Overstock,2024,7,July,3,0,100.0
P020,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,34.78260869565217,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,2024-07-19,AHM001,142,54,28,270,102706,F16,45340,61526380.0,2.265240405822673,1357.0,380.3925925925926,400,77029500,118111900,Low Demand,Overstock,2024,7,July,3,0,100.0
P021,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,22.943722943722943,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,2024-09-30,DEL001,152,59,40,257,115902,F08,46364,2741781504.0,2.499827452333707,59136.0,450.9805447470817,10600,4126111200,5354672400,High Demand,Overstock,2024,9,September,3,0,100.0
P021,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,22.943722943722943,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,2024-09-30,PUN001,159,59,32,287,105385,C11,46364,2741781504.0,2.2729919765335174,59136.0,367.1951219512195,10600,3751706000,4868787000,High Demand,Overstock,2024,9,September,3,0,100.0
P021,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,22.943722943722943,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,2024-09-30,CHN001,189,71,40,319,100867,C11,46364,2741781504.0,2.175545681994651,59136.0,316.19749216300943,10600,3590865200,4660055400,High Demand,Overstock,2024,9,September,3,0,100.0
P021,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,22.943722943722943,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,2024-09-30,HYD001,153,56,36,263,99466,F08,46364,2741781504.0,2.145328271935122,59136.0,378.1977186311787,10600,3540989600,4595329200,High Demand,Overstock,2024,9,September,3,0,100.0
P021,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,22.943722943722943,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,2024-09-30,KOL001,280,102,69,485,100829,C14,46364,2741781504.0,2.1747260805797604,59136.0,207.89484536082475,10600,3589512400,4658299800,High Demand,Overstock,2024,9,September,3,0,100.0
P021,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,22.943722943722943,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,2024-09-30,AHM001,293,110,60,554,108168,E10,46364,2741781504.0,2.3330169959451297,59136.0,195.24909747292418,10600,3850780800,4997361600,High Demand,Overstock,2024,9,September,3,0,100.0
P022,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,24.2603550295858,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,2024-11-22,DEL001,187,68,41,315,110752,E20,45819,991156608.0,2.417163185578035,21632.0,351.5936507936508,4100,1417625600,1871708800,Medium Demand,Overstock,2024,11,November,4,0,100.0
P022,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,24.2603550295858,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,2024-11-22,PUN001,299,119,60,487,111353,B16,45819,991156608.0,2.4302800148410046,21632.0,228.65092402464066,4100,1425318400,1881865700,Medium Demand,Overstock,2024,11,November,4,0,100.0
P022,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,24.2603550295858,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,2024-11-22,CHN001,138,44,31,227,109061,A02,45819,991156608.0,2.380257098583557,21632.0,480.44493392070484,4100,1395980800,1843130900,Medium Demand,Overstock,2024,11,November,4,0,100.0
P022,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,24.2603550295858,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,2024-11-22,HYD001,140,46,33,226,112997,F19,45819,991156608.0,2.466160326502106,21632.0,499.9867256637168,4100,1446361600,1909649300,Medium Demand,Overstock,2024,11,November,4,0,100.0
P022,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,24.2603550295858,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,2024-11-22,KOL001,265,105,65,513,99690,A01,45819,991156608.0,2.175734957113861,21632.0,194.32748538011697,4100,1276032000,1684761000,Medium Demand,Overstock,2024,11,November,4,0,100.0
P022,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,24.2603550295858,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,2024-11-22,AHM001,156,54,37,254,103495,E03,45819,991156608.0,2.2587791091032106,21632.0,407.46062992125985,4100,1324736000,1749065500,Medium Demand,Overstock,2024,11,November,4,0,100.0
P023,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,28.957528957528954,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,2025-01-15,DEL001,186,73,49,313,113718,B18,44437,736587712.0,2.5590836465107905,16576.0,363.31629392971246,3750,1046205600,1472648100,Low Demand,Overstock,2025,1,January,1,0,100.0
P023,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,28.957528957528954,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,2025-01-15,PUN001,115,40,26,198,108328,A10,44437,736587712.0,2.437788329545199,16576.0,547.1111111111111,3750,996617600,1402847600,Low Demand,Overstock,2025,1,January,1,0,100.0
P023,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,28.957528957528954,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,2025-01-15,CHN001,149,53,40,231,107267,B12,44437,736587712.0,2.4139118302315636,16576.0,464.35930735930737,3750,986856400,1389107650,Low Demand,Overstock,2025,1,January,1,0,100.0
P023,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,28.957528957528954,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,2025-01-15,HYD001,82,31,16,134,105798,C14,44437,736587712.0,2.380853793010329,16576.0,789.5373134328358,3750,973341600,1370084100,Low Demand,Overstock,2025,1,January,1,0,100.0
P023,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,28.957528957528954,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,2025-01-15,KOL001,141,49,30,273,111851,D12,44437,736587712.0,2.51706910907577,16576.0,409.7106227106227,3750,1029029200,1448470450,Low Demand,Overstock,2025,1,January,1,0,100.0
P023,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,28.957528957528954,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,2025-01-15,AHM001,238,90,50,434,114558,B10,44437,736587712.0,2.5779868127911425,16576.0,263.9585253456221,3750,1053933600,1483526100,Low Demand,Overstock,2025,1,January,1,0,100.0
P024,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,28.155339805825243,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,2025-03-08,DEL001,280,99,56,469,116412,A17,44022,580386048.0,2.644405070192177,13184.0,248.2132196162047,2900,861448800,1199043600,Low Demand,Overstock,2025,3,March,1,0,100.0
P024,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,28.155339805825243,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,2025-03-08,PUN001,128,41,31,232,110555,C02,44022,580386048.0,2.511357957384944,13184.0,476.5301724137931,2900,818107000,1138716500,Low Demand,Overstock,2025,3,March,1,0,100.0
P024,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,28.155339805825243,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,2025-03-08,CHN001,119,44,27,204,107215,D14,44022,580386048.0,2.4354868020535188,13184.0,525.5637254901961,2900,793391000,1104314500,Low Demand,Overstock,2025,3,March,1,0,100.0
P024,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,28.155339805825243,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,2025-03-08,HYD001,273,86,66,415,101998,A14,44022,580386048.0,2.316977874699014,13184.0,245.77831325301204,2900,754785200,1050579400,Low Demand,Overstock,2025,3,March,1,0,100.0
P024,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,28.155339805825243,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,2025-03-08,KOL001,155,58,38,242,112198,B18,44022,580386048.0,2.5486802053518693,13184.0,463.6280991735537,2900,830265200,1155639400,Low Demand,Overstock,2025,3,March,1,0,100.0
P024,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,28.155339805825243,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,2025-03-08,AHM001,268,104,58,425,107810,C07,44022,580386048.0,2.449002771341602,13184.0,253.6705882352941,2900,797794000,1110443000,Low Demand,Overstock,2025,3,March,1,0,100.0
P025,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,28.662420382165603,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,2025-04-27,DEL001,180,54,49,310,109936,F11,45598,422374274.0,2.4109829378481513,9263.0,354.6322580645161,2250,615641600,862997600,Medium Demand,Overstock,2025,4,April,2,0,100.0
