product_id,branch_id,opening_stock,reorder_level,safety_stock,max_stock,current_stock,warehouse_bin,branch_name,city,state,region,warehouse_type,warehouse_capacity,service_center_available,manager_id,total_employees,avg_monthly_revenue,monthly_operational_cost,market_demand_index,stock_utilisation_pct,stock_vs_reorder,stock_vs_safety,stock_status
P026,AHM001,263,89,65,445,103793,E03,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,,Yes,4772,63,3245890,2018000,7,23324.269662921346,103704,103728,Overstock
P027,DEL001,98,31,26,193,106775,C04,Delhi Central,Delhi,Delhi,North,Central,,Yes,9593,92,5234890,3189000,9,55323.834196891185,106744,106749,Overstock
P027,PUN001,214,70,58,376,112683,C02,Pune Distribution,Pune,Maharashtra,West,Regional,,Yes,6114,74,4389120,2654000,8,29968.882978723406,112613,112625,Overstock
P027,CHN001,84,33,19,133,97973,F12,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,,Yes,7922,81,4567780,2739000,8,73663.90977443609,97940,97954,Overstock
P027,HYD001,123,46,29,211,104746,B02,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,,No,4390,57,3102455,1887000,7,49642.65402843602,104700,104717,Overstock
P027,KOL001,210,79,54,385,100477,F20,Kolkata East Depot,Kolkata,West Bengal,East,Branch,,No,5981,49,2894770,1743000,6,26097.922077922078,100398,100423,Overstock
P027,AHM001,151,51,33,294,108337,F10,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,,Yes,4772,63,3245890,2018000,7,36849.319727891154,108286,108304,Overstock
P028,DEL001,207,81,58,353,106744,C01,Delhi Central,Delhi,Delhi,North,Central,,Yes,9593,92,5234890,3189000,9,30239.093484419267,106663,106686,Overstock
P028,PUN001,279,100,56,522,105401,B17,Pune Distribution,Pune,Maharashtra,West,Regional,,Yes,6114,74,4389120,2654000,8,20191.76245210728,105301,105345,Overstock
P028,CHN001,120,43,29,198,103464,E04,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,,Yes,7922,81,4567780,2739000,8,52254.54545454545,103421,103435,Overstock
P028,HYD001,129,47,37,199,102248,E08,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,,No,4390,57,3102455,1887000,7,51380.90452261307,102201,102211,Overstock
P028,KOL001,254,76,75,437,104851,B09,Kolkata East Depot,Kolkata,West Bengal,East,Branch,,No,5981,49,2894770,1743000,6,23993.363844393592,104775,104776,Overstock
P028,AHM001,212,78,57,368,101538,F04,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,,Yes,4772,63,3245890,2018000,7,27591.847826086956,101460,101481,Overstock
P029,DEL001,98,33,27,174,108622,E17,Delhi Central,Delhi,Delhi,North,Central,,Yes,9593,92,5234890,3189000,9,62426.4367816092,108589,108595,Overstock
P029,PUN001,115,40,28,225,109429,C10,Pune Distribution,Pune,Maharashtra,West,Regional,,Yes,6114,74,4389120,2654000,8,48635.11111111111,109389,109401,Overstock
P029,CHN001,97,33,27,173,101572,F11,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,,Yes,7922,81,4567780,2739000,8,58712.138728323705,101539,101545,Overstock
P029,HYD001,192,76,55,324,112739,F08,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,,No,4390,57,3102455,1887000,7,34795.98765432099,112663,112684,Overstock
P029,KOL001,150,57,40,299,105010,F06,Kolkata East Depot,Kolkata,West Bengal,East,Branch,,No,5981,49,2894770,1743000,6,35120.40133779264,104953,104970,Overstock
P029,AHM001,140,49,40,267,97606,D10,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,,Yes,4772,63,3245890,2018000,7,36556.55430711611,97557,97566,Overstock
P030,DEL001,184,64,53,336,103131,E17,Delhi Central,Delhi,Delhi,North,Central,,Yes,9593,92,5234890,3189000,9,30693.75,103067,103078,Overstock
P030,PUN001,147,52,35,283,112388,A05,Pune Distribution,Pune,Maharashtra,West,Regional,,Yes,6114,74,4389120,2654000,8,39713.074204947,112336,112353,Overstock
P030,CHN001,125,46,28,246,105447,F19,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,,Yes,7922,81,4567780,2739000,8,42864.634146341465,105401,105419,Overstock
P030,HYD001,162,53,40,268,104611,D14,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,,No,4390,57,3102455,1887000,7,39033.9552238806,104558,104571,Overstock
P030,KOL001,199,73,43,365,103465,C10,Kolkata East Depot,Kolkata,West Bengal,East,Branch,,No,5981,49,2894770,1743000,6,28346.575342465752,103392,103422,Overstock
P030,AHM001,134,46,40,231,103248,D06,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,,Yes,4772,63,3245890,2018000,7,44696.1038961039,103202,103208,Overstock
