customer_id,total_orders,total_order_value,average_order_value,first_order_date,last_order_date,activity_days,purchase_behaviour
C0285,51,44949370,881360.2,2019-02-11,2024-12-05,2124,Highly Frequent
C0011,41,44933810,1095946.59,2019-01-03,2024-11-22,2150,Highly Frequent
C0137,28,44868410,1602443.21,2019-06-13,2024-12-12,2009,Highly Frequent
C0362,42,44698950,1064260.71,2019-02-19,2024-10-11,2061,Highly Frequent
C0345,44,44678620,1015423.18,2019-02-15,2024-11-20,2105,Highly Frequent
C0417,36,44665420,1240706.11,2019-04-02,2024-09-11,1989,Highly Frequent
C0058,41,44614910,1088168.54,2019-01-23,2024-12-24,2162,Highly Frequent
C0022,39,44585750,1143224.36,2019-01-13,2024-11-06,2124,Highly Frequent
C0325,33,44540760,1349720.0,2019-03-03,2024-11-09,2078,Highly Frequent
C0389,33,44362320,1344312.73,2019-04-04,2024-11-25,2062,Highly Frequent
C0067,33,44311920,1342785.45,2019-05-29,2024-12-30,2042,Highly Frequent
C0405,37,44240650,1195693.24,2019-01-30,2024-06-25,1973,Highly Frequent
C0265,33,44129000,1337242.42,2019-02-19,2024-09-27,2047,Highly Frequent
C0090,45,44051020,978911.56,2019-03-16,2024-10-22,2047,Highly Frequent
C0044,38,43843570,1153778.16,2019-01-05,2024-11-17,2143,Highly Frequent
C0423,35,43818650,1251961.43,2019-02-25,2024-12-27,2132,Highly Frequent
C0239,38,43671220,1149242.63,2019-10-11,2024-10-27,1843,Highly Frequent
C0218,45,43621310,969362.44,2019-02-02,2024-10-16,2083,Highly Frequent
C0127,31,43586400,1406012.9,2019-03-01,2024-06-25,1943,Highly Frequent
C0348,35,43554630,1244418.0,2019-04-15,2024-10-24,2019,Highly Frequent
C0075,35,43533480,1243813.71,2019-04-17,2024-10-20,2013,Highly Frequent
C0040,45,43439870,965330.44,2019-02-23,2024-12-21,2128,Highly Frequent
C0014,31,43395470,1399853.87,2019-02-17,2024-12-21,2134,Highly Frequent
C0446,36,43391360,1205315.56,2019-02-03,2024-10-16,2082,Highly Frequent
C0324,38,43386470,1141749.21,2019-01-24,2024-08-24,2039,Highly Frequent
C0114,36,43340450,1203901.39,2019-01-03,2024-09-27,2094,Highly Frequent
C0203,37,43333790,1171183.51,2019-02-25,2024-11-19,2094,Highly Frequent
C0432,41,43308880,1056314.15,2019-01-26,2024-10-04,2078,Highly Frequent
C0387,38,43291870,1139259.74,2019-01-02,2024-10-26,2124,Highly Frequent
C0287,36,43261120,1201697.78,2019-03-22,2024-11-27,2077,Highly Frequent
C0223,34,43216770,1271081.47,2019-03-01,2024-10-15,2055,Highly Frequent
C0338,38,43157630,1135727.11,2019-02-01,2024-11-23,2122,Highly Frequent
C0220,47,43066280,916303.83,2019-01-19,2024-11-06,2118,Highly Frequent
C0019,43,43064130,1001491.4,2019-01-19,2024-12-10,2152,Highly Frequent
C0097,30,43037580,1434586.0,2019-03-22,2024-12-16,2096,Highly Frequent
C0434,35,42930130,1226575.14,2019-01-05,2024-10-26,2121,Highly Frequent
C0118,39,42906280,1100161.03,2019-01-16,2024-12-30,2175,Highly Frequent
C0346,39,42873560,1099322.05,2019-01-21,2024-11-15,2125,Highly Frequent
C0012,38,42822150,1126898.68,2019-01-28,2024-10-10,2082,Highly Frequent
C0210,32,42817450,1338045.31,2019-02-20,2024-12-28,2138,Highly Frequent
C0133,31,42807750,1380895.16,2019-03-27,2024-04-07,1838,Highly Frequent
C0320,35,42807100,1223060.0,2019-04-01,2024-12-30,2100,Highly Frequent
C0298,37,42797160,1156680.0,2019-01-05,2024-11-20,2146,Highly Frequent
C0470,44,42659850,969542.05,2019-01-25,2024-09-27,2072,Highly Frequent
C0233,34,42607030,1253147.94,2019-02-15,2024-10-21,2075,Highly Frequent
C0391,35,42554570,1215844.86,2019-01-14,2024-11-30,2147,Highly Frequent
C0214,35,42524620,1214989.14,2019-01-12,2024-12-26,2175,Highly Frequent
C0497,33,42503770,1287993.03,2019-06-12,2024-12-10,2008,Highly Frequent
C0368,33,42468360,1286920.0,2019-02-17,2024-11-30,2113,Highly Frequent
C0465,39,42438980,1088178.97,2019-03-12,2024-12-12,2102,Highly Frequent
C0144,31,42387320,1367332.9,2019-03-14,2024-09-13,2010,Highly Frequent
C0299,37,42381340,1145441.62,2019-01-24,2024-08-30,2045,Highly Frequent
C0416,43,42362580,985176.28,2019-01-05,2024-10-20,2115,Highly Frequent
C0122,33,42300750,1281840.91,2019-01-12,2024-11-05,2124,Highly Frequent
C0386,38,42278620,1112595.26,2019-04-23,2024-11-04,2022,Highly Frequent
C0400,38,42250310,1111850.26,2019-04-06,2024-10-23,2027,Highly Frequent
C0474,35,42219110,1206260.29,2019-01-11,2024-11-07,2127,Highly Frequent
C0308,36,42189220,1171922.78,2019-02-19,2024-12-12,2123,Highly Frequent
C0388,34,41959050,1234089.71,2019-03-21,2024-12-12,2093,Highly Frequent
C0484,31,41941080,1352938.06,2019-01-30,2024-11-10,2111,Highly Frequent
C0372,37,41848360,1131036.76,2019-02-15,2024-07-10,1972,Highly Frequent
C0352,37,41846330,1130981.89,2019-02-23,2024-11-11,2088,Highly Frequent
C0199,38,41788400,1099694.74,2019-01-19,2024-10-21,2102,Highly Frequent
C0313,32,41705840,1303307.5,2019-05-28,2024-09-02,1924,Highly Frequent
C0167,35,41587150,1188204.29,2019-01-03,2024-12-28,2186,Highly Frequent
C0441,35,41532900,1186654.29,2019-01-17,2024-10-19,2102,Highly Frequent
C0332,39,41463910,1063177.18,2019-01-19,2024-11-23,2135,Highly Frequent
C0305,33,41460360,1256374.55,2019-05-16,2024-11-27,2022,Highly Frequent
C0087,41,41444460,1010840.49,2019-01-22,2024-12-17,2156,Highly Frequent
C0281,31,41345180,1333715.48,2019-01-01,2024-06-25,2002,Highly Frequent
C0057,35,41341790,1181194.0,2019-03-20,2024-12-04,2086,Highly Frequent
C0136,42,41124050,979144.05,2019-03-23,2024-11-13,2062,Highly Frequent
C0120,36,41105250,1141812.5,2019-01-02,2024-11-15,2144,Highly Frequent
C0451,42,41063830,977710.24,2019-01-07,2024-07-06,2007,Highly Frequent
C0317,38,40944770,1077493.95,2019-01-17,2024-12-25,2169,Highly Frequent
C0339,27,40846800,1512844.44,2019-05-01,2024-08-16,1934,Highly Frequent
C0208,34,40653790,1195699.71,2019-01-20,2024-12-30,2171,Highly Frequent
C0163,40,40457330,1011433.25,2019-06-02,2024-08-05,1891,Highly Frequent
C0473,31,40406800,1303445.16,2019-03-04,2024-11-15,2083,Highly Frequent
C0048,34,40336880,1186378.82,2019-01-16,2024-10-06,2090,Highly Frequent
C0316,38,40257180,1059399.47,2019-03-08,2024-09-22,2025,Highly Frequent
C0402,39,40181870,1030304.36,2019-01-25,2024-07-12,1995,Highly Frequent
C0089,40,40101850,1002546.25,2019-01-02,2024-11-14,2143,Highly Frequent
C0100,42,40056040,953715.24,2019-01-25,2024-11-10,2116,Highly Frequent
C0132,39,40004370,1025753.08,2019-02-22,2024-10-01,2048,Highly Frequent
C0003,40,39965740,999143.5,2019-04-05,2024-10-30,2035,Highly Frequent
C0452,42,39890320,949769.52,2019-03-05,2024-12-27,2124,Highly Frequent
C0252,38,39885550,1049619.74,2019-08-03,2024-11-07,1923,Highly Frequent
C0243,34,39757700,1169344.12,2019-07-13,2024-12-10,1977,Highly Frequent
C0382,37,39722420,1073578.92,2019-04-17,2024-11-19,2043,Highly Frequent
C0043,37,39495710,1067451.62,2019-04-04,2024-06-14,1898,Highly Frequent
C0094,33,39474600,1196200.0,2019-01-18,2024-09-20,2072,Highly Frequent
C0431,31,39337010,1268935.81,2019-06-09,2024-07-05,1853,Highly Frequent
C0194,36,39279180,1091088.33,2019-04-15,2024-12-26,2082,Highly Frequent
C0344,30,39253370,1308445.67,2019-01-04,2024-06-17,1991,Highly Frequent
C0418,32,39210750,1225335.94,2019-03-18,2024-11-14,2068,Highly Frequent
C0226,28,39194740,1399812.14,2019-01-22,2024-09-28,2076,Highly Frequent
C0143,29,39164970,1350516.21,2019-01-11,2024-08-02,2030,Highly Frequent
C0121,36,39128960,1086915.56,2019-01-22,2024-12-01,2140,Highly Frequent
C0350,37,39052200,1055464.86,2019-05-03,2024-11-25,2033,Highly Frequent
C0187,31,38937400,1256045.16,2019-05-02,2024-11-08,2017,Highly Frequent
C0092,41,38901670,948821.22,2019-01-17,2024-07-30,2021,Highly Frequent
C0412,37,38694470,1045796.49,2019-04-20,2024-05-28,1865,Highly Frequent
C0267,33,38686930,1172331.21,2019-03-07,2024-03-25,1845,Highly Frequent
C0008,36,38574950,1071526.39,2019-03-04,2024-07-16,1961,Highly Frequent
C0037,38,38561970,1014788.68,2019-06-12,2024-10-25,1962,Highly Frequent
C0437,32,38523930,1203872.81,2019-02-09,2024-12-21,2142,Highly Frequent
C0125,36,38490080,1069168.89,2019-02-17,2024-12-09,2122,Highly Frequent
C0020,41,38461450,938084.15,2019-01-26,2024-10-17,2091,Highly Frequent
C0212,35,38459600,1098845.71,2019-02-01,2024-11-15,2114,Highly Frequent
C0115,33,38312450,1160983.33,2019-05-07,2024-11-28,2032,Highly Frequent
C0262,30,38179240,1272641.33,2019-02-26,2024-12-04,2108,Highly Frequent
C0053,31,38021810,1226510.0,2019-05-16,2024-09-18,1952,Highly Frequent
C0139,36,38021440,1056151.11,2019-03-13,2024-11-10,2069,Highly Frequent
C0170,32,37935380,1185480.62,2019-03-21,2024-12-20,2101,Highly Frequent
C0494,32,37868420,1183388.12,2019-02-25,2024-11-28,2103,Highly Frequent
C0007,36,37839490,1051096.94,2019-05-08,2024-11-03,2006,Highly Frequent
C0351,38,37753190,993505.0,2019-03-29,2024-09-12,1994,Highly Frequent
C0430,29,37535780,1294337.24,2019-03-08,2024-10-11,2044,Highly Frequent
C0079,33,37415140,1133792.12,2019-01-25,2024-11-28,2134,Highly Frequent
C0392,34,37128430,1092012.65,2019-02-11,2024-12-12,2131,Highly Frequent
C0366,30,36772070,1225735.67,2019-03-09,2024-10-26,2058,Highly Frequent
C0454,37,36757440,993444.32,2019-02-08,2024-11-14,2106,Highly Frequent
C0500,29,36693490,1265292.76,2019-01-06,2024-12-07,2162,Highly Frequent
C0487,31,36312870,1171382.9,2019-03-08,2024-03-18,1837,Highly Frequent
C0283,33,36153120,1095549.09,2019-04-14,2024-09-04,1970,Highly Frequent
C0336,39,36133900,926510.26,2019-01-13,2024-10-26,2113,Highly Frequent
C0229,29,36130700,1245886.21,2019-05-15,2024-11-29,2025,Highly Frequent
C0277,38,35987190,947031.32,2019-05-28,2024-09-14,1936,Highly Frequent
C0117,35,35972400,1027782.86,2019-01-01,2024-10-08,2107,Highly Frequent
C0182,32,35873070,1121033.44,2019-03-03,2024-08-03,1980,Highly Frequent
C0155,36,35744630,992906.39,2019-03-24,2024-12-17,2095,Highly Frequent
C0151,31,35615980,1148902.58,2019-03-03,2024-11-28,2097,Highly Frequent
C0248,30,35510400,1183680.0,2019-01-10,2024-12-04,2155,Highly Frequent
C0150,34,35468440,1043189.41,2019-07-12,2024-11-09,1947,Highly Frequent
C0179,35,35257010,1007343.14,2019-05-20,2024-07-21,1889,Highly Frequent
C0104,36,35121810,975605.83,2019-02-27,2024-12-30,2133,Highly Frequent
C0078,33,34591140,1048216.36,2019-01-31,2024-10-08,2077,Highly Frequent
C0334,37,34503010,932513.78,2019-01-03,2024-08-24,2060,Highly Frequent
C0271,28,34224570,1222306.07,2019-06-05,2024-11-26,2001,Highly Frequent
C0204,33,34104450,1033468.18,2019-03-02,2024-12-08,2108,Highly Frequent
C0034,33,33729240,1022098.18,2019-01-05,2024-10-06,2101,Highly Frequent
C0108,26,33566370,1291014.23,2019-01-03,2024-12-29,2187,Highly Frequent
C0028,34,33463430,984218.53,2019-01-22,2024-11-13,2122,Highly Frequent
C0091,32,33399030,1043719.69,2019-01-09,2024-09-07,2068,Highly Frequent
C0322,29,32591500,1123844.83,2019-04-10,2024-12-10,2071,Highly Frequent
C0183,32,32501510,1015672.19,2019-01-17,2024-12-05,2149,Highly Frequent
C0177,30,31520790,1050693.0,2019-04-01,2024-12-25,2095,Highly Frequent
C0479,29,31298140,1079246.21,2019-02-22,2024-10-08,2055,Highly Frequent
C0061,32,31227160,975848.75,2019-01-29,2024-09-08,2049,Highly Frequent
C0238,32,30976180,968005.62,2019-01-22,2024-09-01,2049,Highly Frequent
C0292,31,30669960,989353.55,2019-01-11,2024-09-19,2078,Highly Frequent
C0279,28,30576800,1092028.57,2019-05-12,2024-11-12,2011,Highly Frequent
C0303,31,30524560,984663.23,2019-04-05,2024-12-01,2067,Highly Frequent
C0309,32,30418360,950573.75,2019-03-04,2024-12-17,2115,Highly Frequent
C0145,37,29769500,804581.08,2019-04-01,2024-12-29,2099,Highly Frequent
C0174,34,29047310,854332.65,2019-01-11,2024-12-21,2171,Highly Frequent
C0353,30,28192110,939737.0,2019-01-16,2024-10-08,2092,Highly Frequent
C0456,29,26909060,927898.62,2019-02-23,2024-10-16,2062,Highly Frequent
C0180,31,26408930,851900.97,2019-01-04,2024-12-10,2167,Highly Frequent
C0347,27,22852400,846385.19,2019-03-04,2024-12-03,2101,Highly Frequent
