customer_id,customer_type,industry_segment,city,state,region,customer_rating,total_orders,total_revenue,first_purchase_date,last_purchase_date,customer_lifetime_days,customer_lifetime_years,annual_customer_value,estimated_3_year_clv,clv_segment
C0228,Government,Construction,Chennai,Tamil Nadu,South,3,36,51601040,2019-03-27,2024-09-10,1994,5.46,9445526.38,28336579.14,Medium CLV
C0310,Government,Infrastructure,Patna,Bihar,East,4,41,51400980,2019-05-30,2024-11-07,1988,5.45,9437302.67,28311908.0,Medium CLV
C0230,Dealer,Infrastructure,Delhi,Delhi,North,5,41,53600640,2019-02-19,2024-10-31,2081,5.7,9401361.65,28204084.96,Medium CLV
C0469,Government,Manufacturing,Chandigarh,Punjab,North,1,44,55971040,2019-01-04,2024-12-18,2175,5.96,9392841.2,28178523.59,Medium CLV
C0156,Government,Manufacturing,Chennai,Tamil Nadu,South,5,36,53295180,2019-01-14,2024-09-17,2073,5.68,9383859.48,28151578.44,Medium CLV
C0101,Corporate,Logistics,Chennai,Tamil Nadu,South,5,43,52693260,2019-02-26,2024-10-10,2053,5.62,9368261.03,28104783.1,Medium CLV
C0047,Corporate,Rental,Pune,Maharashtra,West,5,36,50441290,2019-04-06,2024-08-25,1968,5.39,9355218.93,28065656.78,Medium CLV
C0464,Corporate,Infrastructure,Lucknow,Uttar Pradesh,North,1,39,52911390,2019-01-18,2024-09-13,2065,5.66,9352376.44,28057129.32,Medium CLV
C0448,Fleet Owner,Logistics,Kolkata,West Bengal,East,4,37,53741830,2019-03-13,2024-12-11,2100,5.75,9340841.88,28022525.64,Medium CLV
C0486,Government,Manufacturing,Pune,Maharashtra,West,2,42,53820770,2019-01-01,2024-10-07,2106,5.77,9327911.23,27983733.69,Medium CLV
C0035,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,4,46,54533770,2019-01-07,2024-11-12,2136,5.85,9318738.79,27956216.36,Medium CLV
C0010,Dealer,Construction,Chennai,Tamil Nadu,South,5,50,54508210,2019-01-23,2024-11-27,2135,5.85,9318733.79,27956201.38,Medium CLV
C0340,Government,Mining,Hyderabad,Telangana,South,3,39,55130110,2019-01-05,2024-12-04,2160,5.92,9315967.66,27947902.99,Medium CLV
C0390,Fleet Owner,Construction,Delhi,Delhi,North,3,35,52697070,2019-03-13,2024-11-09,2068,5.67,9300981.89,27902945.67,Medium CLV
C0260,Dealer,Logistics,Hyderabad,Telangana,South,5,38,52018150,2019-01-30,2024-09-05,2045,5.6,9284413.08,27853239.24,Medium CLV
C0105,Government,Logistics,Delhi,Delhi,North,4,46,52573780,2019-03-29,2024-11-26,2069,5.67,9274736.44,27824209.33,Medium CLV
C0443,Dealer,Infrastructure,Kolkata,West Bengal,East,1,43,52360250,2019-03-27,2024-11-18,2063,5.65,9263931.77,27791795.32,Medium CLV
C0414,Dealer,Construction,Chennai,Tamil Nadu,South,4,44,54269830,2019-02-16,2024-12-31,2145,5.88,9234726.32,27704178.95,Medium CLV
C0202,Government,Logistics,Chandigarh,Punjab,North,4,35,46256330,2019-09-19,2024-09-21,1829,5.01,9231033.6,27693100.79,Medium CLV
C0249,Corporate,Construction,Ahmedabad,Gujarat,West,4,40,52709760,2019-01-16,2024-10-01,2085,5.71,9227368.06,27682104.17,Medium CLV
C0453,Dealer,Mining,Ranchi,Jharkhand,East,3,36,51744150,2019-05-25,2024-12-31,2047,5.61,9226484.98,27679454.93,Medium CLV
C0205,Retail,Construction,Lucknow,Uttar Pradesh,North,2,39,53896570,2019-01-10,2024-11-15,2136,5.85,9209853.96,27629561.87,Medium CLV
C0175,Fleet Owner,Rental,Kolkata,West Bengal,East,5,41,53235590,2019-01-24,2024-11-04,2111,5.78,9204637.78,27613913.33,Medium CLV
C0274,Dealer,Mining,Jaipur,Rajasthan,North,3,42,50332620,2019-01-08,2024-06-27,1997,5.47,9199502.4,27598507.21,Medium CLV
C0449,Fleet Owner,Logistics,Surat,Gujarat,West,3,37,49669150,2019-06-25,2024-11-19,1974,5.41,9184012.03,27552036.09,Medium CLV
C0379,Retail,Mining,Vadodara,Gujarat,West,3,44,52506820,2019-03-29,2024-12-15,2088,5.72,9178634.72,27535904.17,Medium CLV
C0485,Fleet Owner,Rental,Pune,Maharashtra,West,1,34,52472400,2019-01-14,2024-10-01,2087,5.72,9177012.94,27531038.81,Medium CLV
C0198,Government,Mining,Ahmedabad,Gujarat,West,2,38,51107370,2019-03-27,2024-10-19,2033,5.57,9175696.04,27527088.12,Medium CLV
C0335,Government,Infrastructure,Guwahati,Assam,North East,5,43,52685710,2019-01-31,2024-11-03,2103,5.76,9144215.0,27432645.01,Medium CLV
C0231,Government,Infrastructure,Pune,Maharashtra,West,4,39,52413100,2019-02-15,2024-11-08,2093,5.73,9140363.83,27421091.5,Medium CLV
C0138,Corporate,Mining,Hyderabad,Telangana,South,5,41,54457080,2019-01-10,2024-12-25,2176,5.96,9134574.54,27403723.62,Medium CLV
C0251,Dealer,Mining,Chandigarh,Punjab,North,4,39,50171060,2019-01-09,2024-07-06,2005,5.49,9133384.99,27400154.96,Medium CLV
C0493,Retail,Construction,Chennai,Tamil Nadu,South,3,45,52616240,2019-02-18,2024-11-22,2104,5.76,9127817.3,27383451.9,Medium CLV
C0398,Government,Rental,Hyderabad,Telangana,South,5,43,53653050,2019-01-15,2024-12-02,2148,5.88,9117022.0,27351065.99,Medium CLV
C0290,Corporate,Construction,Ahmedabad,Gujarat,West,3,46,51960040,2019-03-04,2024-11-15,2083,5.71,9104855.78,27314567.35,Medium CLV
C0467,Retail,Construction,Delhi,Delhi,North,5,55,53206760,2019-01-02,2024-11-06,2135,5.85,9096237.66,27288712.97,Medium CLV
C0424,Retail,Construction,Ahmedabad,Gujarat,West,4,38,50065860,2019-03-22,2024-09-23,2012,5.51,9082524.3,27247572.91,Medium CLV
C0064,Corporate,Manufacturing,Chandigarh,Punjab,North,3,39,52021770,2019-03-21,2024-12-14,2095,5.74,9063458.74,27190376.21,Medium CLV
C0349,Corporate,Rental,Ahmedabad,Gujarat,West,1,36,51806430,2019-01-31,2024-10-19,2088,5.72,9056200.65,27168601.94,Medium CLV
C0328,Government,Rental,Kolkata,West Bengal,East,4,40,53610980,2019-01-03,2024-12-05,2163,5.93,9046697.97,27140093.9,Medium CLV
C0030,Corporate,Construction,Hyderabad,Telangana,South,5,38,50515670,2019-01-30,2024-09-02,2042,5.59,9029490.48,27088471.43,Medium CLV
C0365,Government,Manufacturing,Kolkata,West Bengal,East,1,47,52500540,2019-01-04,2024-11-05,2132,5.84,8988131.85,26964395.54,Medium CLV
C0396,Government,Manufacturing,Ahmedabad,Gujarat,West,2,40,52935440,2019-01-14,2024-12-07,2154,5.9,8970025.81,26910077.44,Medium CLV
C0227,Fleet Owner,Infrastructure,Kolkata,West Bengal,East,1,39,51113410,2019-02-13,2024-10-24,2080,5.7,8969420.5,26908261.51,Medium CLV
C0273,Dealer,Manufacturing,Kolkata,West Bengal,East,1,40,50756990,2019-05-04,2024-12-31,2068,5.67,8958559.65,26875678.94,Medium CLV
C0023,Corporate,Mining,Chennai,Tamil Nadu,South,2,37,53343670,2019-01-05,2024-12-27,2183,5.98,8919120.27,26757360.81,Medium CLV
C0173,Retail,Logistics,Chennai,Tamil Nadu,South,1,36,50058960,2019-03-29,2024-11-08,2051,5.62,8908591.13,26725773.38,Medium CLV
C0259,Fleet Owner,Logistics,Coimbatore,Tamil Nadu,South,1,37,52219040,2019-02-02,2024-12-13,2141,5.87,8902358.52,26707075.57,Medium CLV
C0492,Dealer,Rental,Ranchi,Jharkhand,East,1,37,51225690,2019-02-04,2024-11-05,2101,5.76,8899275.04,26697825.11,Medium CLV
C0001,Retail,Construction,Kolkata,West Bengal,East,4,40,52640600,2019-01-26,2024-12-25,2160,5.92,8895286.57,26685859.72,Medium CLV
C0015,Government,Rental,Pune,Maharashtra,West,2,38,51005500,2019-02-18,2024-11-16,2098,5.75,8873692.8,26621078.41,Medium CLV
C0419,Fleet Owner,Logistics,Mumbai,Maharashtra,West,1,34,49492260,2019-03-05,2024-09-30,2036,5.58,8872630.11,26617890.32,Medium CLV
C0080,Retail,Mining,Chennai,Tamil Nadu,South,1,46,50588120,2019-02-20,2024-11-03,2083,5.71,8864456.94,26593370.81,Medium CLV
C0021,Corporate,Mining,Hyderabad,Telangana,South,5,47,51375230,2019-01-16,2024-11-01,2116,5.8,8861984.38,26585953.14,Medium CLV
C0190,Retail,Manufacturing,Jaipur,Rajasthan,North,1,38,49869830,2019-05-15,2024-12-29,2055,5.63,8857658.37,26572975.11,Medium CLV
C0056,Dealer,Mining,Delhi,Delhi,North,4,38,51714180,2019-01-08,2024-11-10,2133,5.84,8849355.7,26548067.09,Medium CLV
C0038,Fleet Owner,Rental,Jaipur,Rajasthan,North,1,41,52105520,2019-01-08,2024-11-29,2152,5.9,8837599.81,26512799.44,Medium CLV
C0302,Fleet Owner,Mining,Ahmedabad,Gujarat,West,1,42,51978350,2019-02-05,2024-12-24,2149,5.89,8828337.72,26485013.15,Medium CLV
C0157,Dealer,Infrastructure,Chandigarh,Punjab,North,1,38,51879830,2019-02-15,2024-12-30,2145,5.88,8828036.34,26484109.02,Medium CLV
C0458,Dealer,Manufacturing,Ahmedabad,Gujarat,West,4,43,48276200,2019-07-09,2024-12-28,1999,5.48,8814813.91,26444441.72,Medium CLV
C0363,Fleet Owner,Logistics,Visakhapatnam,Andhra Pradesh,South,5,37,50237880,2019-02-24,2024-11-07,2083,5.71,8803085.07,26409255.21,Medium CLV
C0333,Corporate,Mining,Hyderabad,Telangana,South,3,42,51934490,2019-01-09,2024-12-02,2154,5.9,8800412.65,26401237.95,Medium CLV
C0211,Fleet Owner,Manufacturing,Hyderabad,Telangana,South,1,45,50253990,2019-03-06,2024-11-20,2086,5.72,8793243.7,26379731.09,Medium CLV
C0152,Corporate,Manufacturing,Chennai,Tamil Nadu,South,2,41,49749000,2019-03-10,2024-11-18,2080,5.7,8729992.79,26189978.37,Medium CLV
C0099,Fleet Owner,Rental,Visakhapatnam,Andhra Pradesh,South,4,52,52019750,2019-01-10,2024-12-26,2177,5.96,8721731.17,26165193.5,Medium CLV
C0256,Corporate,Infrastructure,Guwahati,Assam,North East,4,34,49845250,2019-01-03,2024-09-19,2086,5.72,8721723.99,26165171.98,Medium CLV
C0158,Corporate,Infrastructure,Kolkata,West Bengal,East,2,37,48735540,2019-02-25,2024-09-26,2040,5.59,8719839.26,26159517.79,Medium CLV
C0280,Corporate,Construction,Pune,Maharashtra,West,4,47,50723520,2019-01-12,2024-11-05,2124,5.82,8716612.43,26149837.29,Medium CLV
C0407,Dealer,Logistics,Hyderabad,Telangana,South,2,43,51590180,2019-01-22,2024-12-25,2164,5.93,8701670.84,26105012.52,Low CLV
C0395,Corporate,Manufacturing,Kolkata,West Bengal,East,1,44,50643860,2019-02-21,2024-12-20,2129,5.83,8682484.22,26047452.65,Low CLV
C0073,Corporate,Rental,Jaipur,Rajasthan,North,4,36,48992520,2019-03-23,2024-11-12,2061,5.65,8676501.6,26029504.8,Low CLV
C0024,Dealer,Rental,Visakhapatnam,Andhra Pradesh,South,4,48,49014090,2019-01-22,2024-09-17,2065,5.66,8663507.43,25990522.3,Low CLV
C0239,Government,Logistics,Chennai,Tamil Nadu,South,4,38,43671220,2019-10-11,2024-10-27,1843,5.05,8648939.39,25946818.18,Low CLV
C0124,Dealer,Construction,Pune,Maharashtra,West,3,47,51329600,2019-01-11,2024-12-22,2172,5.95,8625830.57,25877491.71,Low CLV
C0439,Dealer,Construction,Visakhapatnam,Andhra Pradesh,South,5,43,49820310,2019-03-21,2024-12-29,2110,5.78,8618205.28,25854615.85,Low CLV
C0450,Fleet Owner,Construction,Kolkata,West Bengal,East,5,43,48802430,2019-01-15,2024-09-12,2067,5.66,8617748.89,25853246.66,Low CLV
C0360,Dealer,Construction,Ahmedabad,Gujarat,West,5,34,47187810,2019-05-25,2024-11-17,2003,5.49,8598877.01,25796631.03,Low CLV
C0301,Dealer,Mining,Ranchi,Jharkhand,East,5,47,50854440,2019-01-13,2024-12-19,2167,5.94,8565699.4,25697098.2,Low CLV
C0444,Dealer,Manufacturing,Chennai,Tamil Nadu,South,1,35,46629480,2019-02-25,2024-08-06,1989,5.45,8556943.29,25670829.86,Low CLV
C0496,Government,Infrastructure,Bhubaneswar,Odisha,East,5,41,49977230,2019-02-17,2024-12-27,2140,5.86,8524153.71,25572461.14,Low CLV
C0445,Government,Mining,Kolkata,West Bengal,East,2,30,48822870,2019-04-04,2024-12-28,2095,5.74,8506132.48,25518397.45,Low CLV
C0072,Government,Logistics,Pune,Maharashtra,West,3,30,47027920,2019-06-15,2024-12-23,2018,5.53,8506041.03,25518123.09,Low CLV
C0133,Government,Mining,Visakhapatnam,Andhra Pradesh,South,1,31,42807750,2019-03-27,2024-04-07,1838,5.04,8500994.97,25502984.9,Low CLV
C0367,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,2,31,48346630,2019-02-28,2024-11-04,2076,5.69,8500250.46,25500751.37,Low CLV
C0477,Government,Construction,Ahmedabad,Gujarat,West,5,37,45390380,2019-06-12,2024-10-13,1950,5.34,8496148.05,25488444.15,Low CLV
C0088,Corporate,Infrastructure,Pune,Maharashtra,West,1,39,49923700,2019-01-26,2024-12-12,2147,5.88,8487261.53,25461784.58,Low CLV
C0077,Corporate,Mining,Delhi,Delhi,North,1,38,49739710,2019-02-05,2024-12-16,2141,5.87,8479679.66,25439038.98,Low CLV
C0004,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,3,47,49040570,2019-03-21,2024-12-31,2112,5.79,8475287.9,25425863.71,Low CLV
C0093,Dealer,Manufacturing,Chennai,Tamil Nadu,South,2,41,49642790,2019-01-24,2024-12-01,2138,5.86,8475031.97,25425095.91,Low CLV
C0286,Dealer,Construction,Chennai,Tamil Nadu,South,2,39,50682130,2019-01-06,2024-12-29,2184,5.98,8470227.77,25410683.31,Low CLV
C0436,Fleet Owner,Logistics,Kolkata,West Bengal,East,3,38,49724270,2019-02-01,2024-12-15,2144,5.87,8465185.89,25395557.67,Low CLV
C0106,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,2,42,47644410,2019-03-29,2024-11-12,2055,5.63,8462389.12,25387167.37,Low CLV
C0050,Dealer,Mining,Kolkata,West Bengal,East,3,30,50086150,2019-01-11,2024-12-14,2164,5.93,8447987.41,25343962.22,Low CLV
C0329,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,1,36,50414010,2019-01-03,2024-12-26,2184,5.98,8425418.34,25276255.01,Low CLV
C0315,Dealer,Rental,Surat,Gujarat,West,4,42,50056680,2019-01-09,2024-12-17,2169,5.94,8423553.8,25270661.41,Low CLV
C0217,Corporate,Infrastructure,Delhi,Delhi,North,5,38,49708160,2019-01-19,2024-12-18,2160,5.92,8399758.52,25199275.56,Low CLV
C0401,Government,Logistics,Guwahati,Assam,North East,1,38,48565440,2019-01-11,2024-10-25,2114,5.79,8385234.44,25155703.31,Low CLV
C0185,Dealer,Logistics,Pune,Maharashtra,West,5,39,45894360,2019-03-25,2024-09-16,2002,5.48,8367353.35,25102060.04,Low CLV
C0029,Dealer,Construction,Visakhapatnam,Andhra Pradesh,South,1,38,45653420,2019-01-16,2024-06-30,1992,5.46,8365209.99,25095629.97,Low CLV
C0327,Retail,Mining,Vadodara,Gujarat,West,1,45,48891270,2019-02-01,2024-12-06,2135,5.85,8358460.68,25075382.04,Low CLV
C0376,Retail,Construction,Delhi,Delhi,North,5,35,49197710,2019-01-31,2024-12-19,2149,5.89,8356055.91,25068167.73,Low CLV
C0410,Corporate,Mining,Hyderabad,Telangana,South,4,42,49311570,2019-01-01,2024-11-27,2157,5.91,8344331.5,25032994.51,Low CLV
C0409,Government,Logistics,Pune,Maharashtra,West,1,45,47755320,2019-01-19,2024-10-09,2090,5.73,8340043.92,25020131.77,Low CLV
C0378,Retail,Manufacturing,Delhi,Delhi,North,4,42,49279070,2019-01-19,2024-12-15,2157,5.91,8338831.97,25016495.9,Low CLV
C0330,Retail,Infrastructure,Bhubaneswar,Odisha,East,3,41,45803070,2019-02-12,2024-08-10,2006,5.5,8334058.1,25002174.3,Low CLV
C0018,Retail,Construction,Ahmedabad,Gujarat,West,2,36,46340880,2019-05-31,2024-12-24,2034,5.57,8315841.3,24947523.89,Low CLV
C0181,Government,Construction,Vadodara,Gujarat,West,5,40,47189990,2019-04-13,2024-12-15,2073,5.68,8308898.38,24926695.15,Low CLV
C0130,Government,Mining,Pune,Maharashtra,West,1,41,47762000,2019-02-17,2024-11-16,2099,5.75,8305445.45,24916336.35,Low CLV
C0232,Government,Mining,Chennai,Tamil Nadu,South,1,41,49272940,2019-01-24,2024-12-29,2166,5.93,8303150.09,24909450.28,Low CLV
C0066,Retail,Manufacturing,Indore,Madhya Pradesh,Central,1,38,47238780,2019-01-29,2024-10-11,2082,5.7,8281534.44,24844603.31,Low CLV
C0146,Retail,Mining,Ahmedabad,Gujarat,West,3,33,49274960,2019-01-20,2024-12-31,2172,5.95,8280552.67,24841658.01,Low CLV
C0399,Fleet Owner,Rental,Chennai,Tamil Nadu,South,3,42,49461920,2019-01-03,2024-12-25,2183,5.98,8270087.4,24810262.21,Low CLV
C0278,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,4,45,47124980,2019-03-23,2024-12-03,2082,5.7,8261583.91,24784751.73,Low CLV
C0442,Dealer,Logistics,Kolkata,West Bengal,East,3,36,47299810,2019-01-28,2024-10-20,2092,5.73,8252595.91,24757787.74,Low CLV
C0036,Fleet Owner,Construction,Kolkata,West Bengal,East,2,39,47362410,2019-03-26,2024-12-23,2099,5.75,8235959.81,24707879.44,Low CLV
C0457,Retail,Manufacturing,Kolkata,West Bengal,East,4,35,48077820,2019-01-13,2024-11-15,2133,5.84,8227100.0,24681300.0,Low CLV
C0426,Dealer,Infrastructure,Guwahati,Assam,North East,1,40,47615070,2019-02-20,2024-12-03,2113,5.79,8225035.75,24675107.26,Low CLV
C0081,Corporate,Rental,Surat,Gujarat,West,1,40,49127920,2019-01-03,2024-12-23,2181,5.98,8221774.78,24665324.35,Low CLV
C0266,Fleet Owner,Rental,Bengaluru,Karnataka,South,4,37,46658690,2019-01-22,2024-09-24,2072,5.68,8219315.56,24657946.69,Low CLV
C0472,Dealer,Manufacturing,Coimbatore,Tamil Nadu,South,4,37,45819430,2019-04-29,2024-11-23,2035,5.58,8218227.0,24654681.01,Low CLV
C0364,Government,Infrastructure,Kolkata,West Bengal,East,5,38,48290310,2019-01-04,2024-11-18,2145,5.88,8217232.24,24651696.71,Low CLV
C0027,Fleet Owner,Logistics,Surat,Gujarat,West,1,44,47252220,2019-03-25,2024-12-26,2103,5.76,8201169.9,24603509.7,Low CLV
C0357,Corporate,Mining,Ahmedabad,Gujarat,West,2,32,48125180,2019-01-05,2024-11-17,2143,5.87,8196775.87,24590327.62,Low CLV
C0417,Fleet Owner,Mining,Kolkata,West Bengal,East,3,36,44665420,2019-04-02,2024-09-11,1989,5.45,8196520.01,24589560.03,Low CLV
C0127,Government,Construction,Kolkata,West Bengal,East,1,31,43586400,2019-03-01,2024-06-25,1943,5.32,8187872.36,24563617.09,Low CLV
C0111,Corporate,Construction,Chennai,Tamil Nadu,South,3,39,46609900,2019-04-09,2024-12-16,2078,5.69,8187013.23,24561039.7,Low CLV
C0405,Corporate,Infrastructure,Pune,Maharashtra,West,3,37,44240650,2019-01-30,2024-06-25,1973,5.41,8184408.13,24553224.4,Low CLV
C0222,Fleet Owner,Logistics,Delhi,Delhi,North,5,44,48043620,2019-01-30,2024-12-13,2144,5.87,8179067.77,24537203.31,Low CLV
C0354,Corporate,Logistics,Hyderabad,Telangana,South,2,41,48835850,2019-01-06,2024-12-25,2180,5.97,8176644.61,24529933.83,Low CLV
C0051,Retail,Infrastructure,Jaipur,Rajasthan,North,4,37,47017080,2019-02-15,2024-11-15,2100,5.75,8172016.29,24516048.86,Low CLV
C0086,Retail,Construction,Ahmedabad,Gujarat,West,3,30,47920240,2019-01-12,2024-11-22,2141,5.87,8169494.44,24508483.33,Low CLV
C0112,Fleet Owner,Mining,Hyderabad,Telangana,South,2,40,47047550,2019-02-27,2024-12-01,2104,5.76,8161766.04,24485298.12,Low CLV
C0427,Corporate,Mining,Vadodara,Gujarat,West,3,46,47425980,2019-02-05,2024-11-26,2121,5.81,8161472.28,24484416.83,Low CLV
C0188,Corporate,Logistics,Pune,Maharashtra,West,4,45,48293510,2019-01-28,2024-12-27,2160,5.92,8160708.87,24482126.6,Low CLV
C0068,Retail,Mining,Delhi,Delhi,North,1,42,46858170,2019-03-11,2024-12-06,2097,5.75,8156047.71,24468143.13,Low CLV
C0321,Retail,Logistics,Hyderabad,Telangana,South,2,42,48683300,2019-01-04,2024-12-22,2179,5.97,8154843.74,24464531.21,Low CLV
C0137,Dealer,Infrastructure,Chennai,Tamil Nadu,South,5,28,44868410,2019-06-13,2024-12-12,2009,5.5,8151801.72,24455405.15,Low CLV
C0463,Dealer,Mining,Nagpur,Maharashtra,West,4,36,45761800,2019-01-10,2024-08-22,2051,5.62,8143860.07,24431580.2,Low CLV
C0059,Retail,Manufacturing,Hyderabad,Telangana,South,3,39,47904570,2019-01-21,2024-12-20,2160,5.92,8094985.21,24284955.62,Low CLV
C0397,Fleet Owner,Mining,Ahmedabad,Gujarat,West,3,41,47355040,2019-02-11,2024-12-17,2136,5.85,8092036.33,24276108.99,Low CLV
C0361,Government,Logistics,Hyderabad,Telangana,South,5,35,46126450,2019-01-15,2024-09-26,2081,5.7,8090415.31,24271245.92,Low CLV
C0481,Corporate,Logistics,Chennai,Tamil Nadu,South,5,40,47983990,2019-01-03,2024-12-31,2189,6.0,8000985.08,24002955.25,Low CLV
C0148,Government,Construction,Coimbatore,Tamil Nadu,South,4,40,46876850,2019-01-28,2024-12-09,2142,5.87,7987885.27,23963655.81,Low CLV
C0164,Government,Construction,Delhi,Delhi,North,4,39,46613620,2019-01-11,2024-11-13,2133,5.84,7976545.38,23929636.15,Low CLV
C0296,Corporate,Manufacturing,Kolkata,West Bengal,East,2,41,46533710,2019-01-02,2024-11-07,2136,5.85,7951687.34,23855062.01,Low CLV
C0096,Corporate,Construction,Chennai,Tamil Nadu,South,3,40,47646050,2019-01-02,2024-12-30,2189,6.0,7944636.02,23833908.06,Low CLV
C0067,Retail,Manufacturing,Ahmedabad,Gujarat,West,3,33,44311920,2019-05-29,2024-12-30,2042,5.59,7920592.95,23761778.84,Low CLV
C0362,Corporate,Rental,Vadodara,Gujarat,West,1,42,44698950,2019-02-19,2024-10-11,2061,5.65,7916116.81,23748350.44,Low CLV
C0313,Corporate,Mining,Ahmedabad,Gujarat,West,1,32,41705840,2019-05-28,2024-09-02,1924,5.27,7911970.69,23735912.06,Low CLV
C0017,Government,Infrastructure,Chennai,Tamil Nadu,South,1,40,46619950,2019-01-31,2024-12-21,2151,5.89,7910870.18,23732610.53,Low CLV
C0195,Fleet Owner,Logistics,Kolkata,West Bengal,East,2,33,46367090,2019-02-15,2024-12-28,2143,5.87,7897334.51,23692003.52,Low CLV
C0075,Retail,Mining,Hyderabad,Telangana,South,5,35,43533480,2019-04-17,2024-10-20,2013,5.52,7893552.01,23680656.04,Low CLV
C0393,Retail,Rental,Kolkata,West Bengal,East,3,42,45246830,2019-03-27,2024-12-18,2093,5.73,7890632.08,23671896.25,Low CLV
C0245,Dealer,Logistics,Chennai,Tamil Nadu,South,2,37,46663320,2019-01-01,2024-11-30,2160,5.92,7885236.94,23655710.83,Low CLV
C0289,Corporate,Logistics,Hyderabad,Telangana,South,2,40,45171030,2019-02-07,2024-10-29,2091,5.73,7884947.85,23654843.54,Low CLV
C0370,Corporate,Infrastructure,Kolkata,West Bengal,East,4,41,45980090,2019-02-18,2024-12-18,2130,5.84,7879217.3,23637651.9,Low CLV
C0348,Retail,Logistics,Delhi,Delhi,North,2,35,43554630,2019-04-15,2024-10-24,2019,5.53,7873917.76,23621753.27,Low CLV
C0265,Retail,Mining,Ahmedabad,Gujarat,West,1,33,44129000,2019-02-19,2024-09-27,2047,5.61,7868629.7,23605889.11,Low CLV
C0090,Government,Infrastructure,Delhi,Delhi,North,1,45,44051020,2019-03-16,2024-10-22,2047,5.61,7854725.11,23564175.33,Low CLV
C0389,Retail,Mining,Surat,Gujarat,West,5,33,44362320,2019-04-04,2024-11-25,2062,5.65,7852690.01,23558070.03,Low CLV
C0033,Government,Mining,Chennai,Tamil Nadu,South,5,34,45334540,2019-03-05,2024-12-12,2109,5.78,7845949.31,23537847.94,Low CLV
C0325,Corporate,Rental,Kolkata,West Bengal,East,3,33,44540760,2019-03-03,2024-11-09,2078,5.69,7823569.49,23470708.47,Low CLV
C0163,Dealer,Logistics,Ahmedabad,Gujarat,West,5,40,40457330,2019-06-02,2024-08-05,1891,5.18,7809056.29,23427168.88,Low CLV
C0480,Government,Infrastructure,Mumbai,Maharashtra,West,3,37,45569160,2019-01-24,2024-11-24,2131,5.84,7805135.34,23415406.01,Low CLV
C0098,Corporate,Mining,Kolkata,West Bengal,East,1,37,45007740,2019-03-14,2024-12-18,2106,5.77,7800486.75,23401460.26,Low CLV
C0224,Retail,Manufacturing,Kolkata,West Bengal,East,3,40,45785060,2019-01-30,2024-12-14,2145,5.88,7790930.96,23372792.87,Low CLV
C0074,Fleet Owner,Infrastructure,Bhubaneswar,Odisha,East,5,45,46570120,2019-01-10,2024-12-31,2182,5.98,7790143.81,23370431.44,Low CLV
C0324,Corporate,Mining,Chennai,Tamil Nadu,South,5,38,43386470,2019-01-24,2024-08-24,2039,5.59,7766582.42,23299747.25,Low CLV
C0095,Fleet Owner,Logistics,Nagpur,Maharashtra,West,3,31,46147160,2019-01-16,2024-12-26,2171,5.95,7758504.56,23275513.68,Low CLV
C0431,Government,Logistics,Nagpur,Maharashtra,West,5,31,39337010,2019-06-09,2024-07-05,1853,5.08,7748520.59,23245561.76,Low CLV
C0345,Retail,Infrastructure,Pune,Maharashtra,West,2,44,44678620,2019-02-15,2024-11-20,2105,5.77,7747124.13,23241372.4,Low CLV
C0372,Government,Logistics,Hyderabad,Telangana,South,4,37,41848360,2019-02-15,2024-07-10,1972,5.4,7745766.43,23237299.29,Low CLV
C0147,Dealer,Rental,Delhi,Delhi,North,5,36,45513830,2019-02-05,2024-12-22,2147,5.88,7737563.09,23212689.26,Low CLV
C0052,Government,Manufacturing,Guwahati,Assam,North East,2,37,45097920,2019-02-12,2024-12-11,2129,5.83,7731677.22,23195031.66,Low CLV
C0497,Government,Logistics,Chennai,Tamil Nadu,South,3,33,42503770,2019-06-12,2024-12-10,2008,5.5,7726033.89,23178101.67,Low CLV
C0285,Government,Infrastructure,Pune,Maharashtra,West,4,51,44949370,2019-02-11,2024-12-05,2124,5.82,7724350.31,23173050.92,Low CLV
C0339,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,2,27,40846800,2019-05-01,2024-08-16,1934,5.3,7708935.88,23126807.65,Low CLV
C0144,Fleet Owner,Construction,Mumbai,Maharashtra,West,2,31,42387320,2019-03-14,2024-09-13,2010,5.51,7697199.9,23091599.7,Low CLV
C0223,Corporate,Logistics,Ahmedabad,Gujarat,West,1,34,43216770,2019-03-01,2024-10-15,2055,5.63,7675971.31,23027913.94,Low CLV
C0022,Retail,Infrastructure,Chennai,Tamil Nadu,South,3,39,44585750,2019-01-13,2024-11-06,2124,5.82,7661863.82,22985591.45,Low CLV
C0267,Fleet Owner,Infrastructure,Hyderabad,Telangana,South,3,33,38686930,2019-03-07,2024-03-25,1845,5.05,7653511.9,22960535.69,Low CLV
C0404,Government,Mining,Ahmedabad,Gujarat,West,5,35,44973650,2019-02-10,2024-12-26,2146,5.88,7649292.75,22947878.26,Low CLV
