customer_id,total_orders,first_purchase_date,last_purchase_date,total_revenue,retention_status,is_retained,customer_lifetime_days
C0441,35,2019-01-17,2024-10-19,41532900,Retained Customer,True,2102
C0361,35,2019-01-15,2024-09-26,46126450,Retained Customer,True,2081
C0212,35,2019-02-01,2024-11-15,38459600,Retained Customer,True,2114
C0320,35,2019-04-01,2024-12-30,42807100,Retained Customer,True,2100
C0214,35,2019-01-12,2024-12-26,42524620,Retained Customer,True,2175
C0202,35,2019-09-19,2024-09-21,46256330,Retained Customer,True,1829
C0348,35,2019-04-15,2024-10-24,43554630,Retained Customer,True,2019
C0337,35,2019-04-15,2024-08-25,58199500,Retained Customer,True,1959
C0184,35,2019-03-12,2024-11-28,57050360,Retained Customer,True,2088
C0167,35,2019-01-03,2024-12-28,41587150,Retained Customer,True,2186
C0391,35,2019-01-14,2024-11-30,42554570,Retained Customer,True,2147
C0404,35,2019-02-10,2024-12-26,44973650,Retained Customer,True,2146
C0376,35,2019-01-31,2024-12-19,49197710,Retained Customer,True,2149
C0179,35,2019-05-20,2024-07-21,35257010,Retained Customer,True,1889
C0390,35,2019-03-13,2024-11-09,52697070,Retained Customer,True,2068
C0117,35,2019-01-01,2024-10-08,35972400,Retained Customer,True,2107
C0028,34,2019-01-22,2024-11-13,33463430,Retained Customer,True,2122
C0048,34,2019-01-16,2024-10-06,40336880,Retained Customer,True,2090
C0392,34,2019-02-11,2024-12-12,37128430,Retained Customer,True,2131
C0388,34,2019-03-21,2024-12-12,41959050,Retained Customer,True,2093
C0033,34,2019-03-05,2024-12-12,45334540,Retained Customer,True,2109
C0419,34,2019-03-05,2024-09-30,49492260,Retained Customer,True,2036
C0360,34,2019-05-25,2024-11-17,47187810,Retained Customer,True,2003
C0150,34,2019-07-12,2024-11-09,35468440,Retained Customer,True,1947
C0174,34,2019-01-11,2024-12-21,29047310,Retained Customer,True,2171
C0381,34,2019-07-06,2024-12-21,53603960,Retained Customer,True,1995
C0009,34,2019-04-14,2024-11-04,54041610,Retained Customer,True,2031
C0256,34,2019-01-03,2024-09-19,49845250,Retained Customer,True,2086
C0223,34,2019-03-01,2024-10-15,43216770,Retained Customer,True,2055
C0233,34,2019-02-15,2024-10-21,42607030,Retained Customer,True,2075
C0243,34,2019-07-13,2024-12-10,39757700,Retained Customer,True,1977
C0208,34,2019-01-20,2024-12-30,40653790,Retained Customer,True,2171
C0166,34,2019-01-18,2024-12-08,58111030,Retained Customer,True,2151
C0485,34,2019-01-14,2024-10-01,52472400,Retained Customer,True,2087
C0195,33,2019-02-15,2024-12-28,46367090,Retained Customer,True,2143
C0267,33,2019-03-07,2024-03-25,38686930,Retained Customer,True,1845
C0283,33,2019-04-14,2024-09-04,36153120,Retained Customer,True,1970
C0265,33,2019-02-19,2024-09-27,44129000,Retained Customer,True,2047
C0497,33,2019-06-12,2024-12-10,42503770,Retained Customer,True,2008
C0305,33,2019-05-16,2024-11-27,41460360,Retained Customer,True,2022
C0325,33,2019-03-03,2024-11-09,44540760,Retained Customer,True,2078
C0204,33,2019-03-02,2024-12-08,34104450,Retained Customer,True,2108
C0146,33,2019-01-20,2024-12-31,49274960,Retained Customer,True,2172
C0115,33,2019-05-07,2024-11-28,38312450,Retained Customer,True,2032
C0368,33,2019-02-17,2024-11-30,42468360,Retained Customer,True,2113
C0034,33,2019-01-05,2024-10-06,33729240,Retained Customer,True,2101
C0078,33,2019-01-31,2024-10-08,34591140,Retained Customer,True,2077
C0067,33,2019-05-29,2024-12-30,44311920,Retained Customer,True,2042
C0389,33,2019-04-04,2024-11-25,44362320,Retained Customer,True,2062
C0234,33,2019-01-09,2024-12-26,63256170,Retained Customer,True,2178
C0094,33,2019-01-18,2024-09-20,39474600,Retained Customer,True,2072
C0079,33,2019-01-25,2024-11-28,37415140,Retained Customer,True,2134
C0122,33,2019-01-12,2024-11-05,42300750,Retained Customer,True,2124
C0437,32,2019-02-09,2024-12-21,38523930,Retained Customer,True,2142
C0418,32,2019-03-18,2024-11-14,39210750,Retained Customer,True,2068
C0170,32,2019-03-21,2024-12-20,37935380,Retained Customer,True,2101
C0061,32,2019-01-29,2024-09-08,31227160,Retained Customer,True,2049
C0091,32,2019-01-09,2024-09-07,33399030,Retained Customer,True,2068
C0313,32,2019-05-28,2024-09-02,41705840,Retained Customer,True,1924
C0309,32,2019-03-04,2024-12-17,30418360,Retained Customer,True,2115
C0238,32,2019-01-22,2024-09-01,30976180,Retained Customer,True,2049
C0213,32,2019-02-26,2024-08-31,53323570,Retained Customer,True,2013
C0183,32,2019-01-17,2024-12-05,32501510,Retained Customer,True,2149
C0210,32,2019-02-20,2024-12-28,42817450,Retained Customer,True,2138
C0182,32,2019-03-03,2024-08-03,35873070,Retained Customer,True,1980
C0357,32,2019-01-05,2024-11-17,48125180,Retained Customer,True,2143
C0494,32,2019-02-25,2024-11-28,37868420,Retained Customer,True,2103
C0491,32,2019-03-27,2024-07-04,61370730,Retained Customer,True,1926
C0484,31,2019-01-30,2024-11-10,41941080,Retained Customer,True,2111
C0487,31,2019-03-08,2024-03-18,36312870,Retained Customer,True,1837
C0180,31,2019-01-04,2024-12-10,26408930,Retained Customer,True,2167
C0014,31,2019-02-17,2024-12-21,43395470,Retained Customer,True,2134
C0281,31,2019-01-01,2024-06-25,41345180,Retained Customer,True,2002
C0303,31,2019-04-05,2024-12-01,30524560,Retained Customer,True,2067
C0367,31,2019-02-28,2024-11-04,48346630,Retained Customer,True,2076
C0133,31,2019-03-27,2024-04-07,42807750,Retained Customer,True,1838
C0151,31,2019-03-03,2024-11-28,35615980,Retained Customer,True,2097
C0473,31,2019-03-04,2024-11-15,40406800,Retained Customer,True,2083
C0258,31,2019-02-04,2024-10-10,54371200,Retained Customer,True,2075
C0187,31,2019-05-02,2024-11-08,38937400,Retained Customer,True,2017
C0292,31,2019-01-11,2024-09-19,30669960,Retained Customer,True,2078
C0191,31,2019-02-03,2024-12-12,56028890,Retained Customer,True,2139
C0431,31,2019-06-09,2024-07-05,39337010,Retained Customer,True,1853
C0053,31,2019-05-16,2024-09-18,38021810,Retained Customer,True,1952
C0144,31,2019-03-14,2024-09-13,42387320,Retained Customer,True,2010
C0127,31,2019-03-01,2024-06-25,43586400,Retained Customer,True,1943
C0095,31,2019-01-16,2024-12-26,46147160,Retained Customer,True,2171
C0445,30,2019-04-04,2024-12-28,48822870,Retained Customer,True,2095
C0050,30,2019-01-11,2024-12-14,50086150,Retained Customer,True,2164
C0162,30,2019-07-05,2024-10-14,53940730,Retained Customer,True,1928
C0248,30,2019-01-10,2024-12-04,35510400,Retained Customer,True,2155
C0262,30,2019-02-26,2024-12-04,38179240,Retained Customer,True,2108
C0353,30,2019-01-16,2024-10-08,28192110,Retained Customer,True,2092
C0498,30,2019-03-01,2024-08-19,52056060,Retained Customer,True,1998
C0366,30,2019-03-09,2024-10-26,36772070,Retained Customer,True,2058
C0177,30,2019-04-01,2024-12-25,31520790,Retained Customer,True,2095
C0072,30,2019-06-15,2024-12-23,47027920,Retained Customer,True,2018
C0344,30,2019-01-04,2024-06-17,39253370,Retained Customer,True,1991
C0086,30,2019-01-12,2024-11-22,47920240,Retained Customer,True,2141
C0097,30,2019-03-22,2024-12-16,43037580,Retained Customer,True,2096
C0143,29,2019-01-11,2024-08-02,39164970,Retained Customer,True,2030
C0430,29,2019-03-08,2024-10-11,37535780,Retained Customer,True,2044
C0479,29,2019-02-22,2024-10-08,31298140,Retained Customer,True,2055
C0322,29,2019-04-10,2024-12-10,32591500,Retained Customer,True,2071
C0229,29,2019-05-15,2024-11-29,36130700,Retained Customer,True,2025
C0456,29,2019-02-23,2024-10-16,26909060,Retained Customer,True,2062
C0500,29,2019-01-06,2024-12-07,36693490,Retained Customer,True,2162
C0271,28,2019-06-05,2024-11-26,34224570,Retained Customer,True,2001
C0226,28,2019-01-22,2024-09-28,39194740,Retained Customer,True,2076
C0279,28,2019-05-12,2024-11-12,30576800,Retained Customer,True,2011
C0137,28,2019-06-13,2024-12-12,44868410,Retained Customer,True,2009
C0339,27,2019-05-01,2024-08-16,40846800,Retained Customer,True,1934
C0347,27,2019-03-04,2024-12-03,22852400,Retained Customer,True,2101
C0108,26,2019-01-03,2024-12-29,33566370,Retained Customer,True,2187
