so_id,line_number,product_id,quantity,unit_price,gst_rate,line_total,gst_amount,line_grand_total,customer_id,branch_id,order_date,delivery_date,order_status,payment_terms,total_order_value,total_gst_amount,grand_total,sales_channel
SO-931079,8,P005,5,8450,28,42250,11830.000000000002,54080.0,C0398,HYD001,2024-08-18,2024-09-02,Delivered,Net 30,1380400,358737.00000000006,1739137.0,Field Sales
SO-931079,9,P022,18,16900,28,304200,85176.00000000001,389376.0,C0398,HYD001,2024-08-18,2024-09-02,Delivered,Net 30,1380400,358737.00000000006,1739137.0,Field Sales
SO-805780,1,P022,6,16900,28,101400,28392.000000000004,129792.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,2,P011,7,27600,28,193200,54096.00000000001,247296.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,3,P006,17,11200,28,190400,53312.00000000001,243712.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,4,P010,5,34900,28,174500,48860.00000000001,223360.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,5,P003,15,1250,18,18750,3375.0,22125.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,6,P016,12,10200,18,122400,22032.0,144432.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,7,P015,14,119000,28,1666000,466480.00000000006,2132480.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,8,P021,11,46200,28,508200,142296.0,650496.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,9,P016,3,10200,18,30600,5508.0,36108.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,10,P026,8,310,18,2480,446.4,2926.4,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,11,P012,18,2450,28,44100,12348.000000000002,56448.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-805780,12,P020,2,1150,18,2300,414.0,2714.0,C0102,KOL001,2024-06-03,2024-06-16,Delivered,Net 60,3054330,837559.4,3891889.4,Online
SO-188048,1,P019,15,39800,28,597000,167160.00000000003,764160.0,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-188048,2,P003,4,1250,18,5000,900.0,5900.0,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-188048,3,P026,6,310,18,1860,334.8,2194.8,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-188048,4,P009,8,14900,28,119200,33376.0,152576.0,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-188048,5,P009,19,14900,28,283100,79268.00000000001,362368.0,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-188048,6,P017,4,520,18,2080,374.4,2454.4,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-188048,7,P020,1,1150,18,1150,207.0,1357.0,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-188048,8,P030,12,21900,28,262800,73584.0,336384.0,C0107,DEL001,2022-01-30,2022-01-31,Delivered,Net 30,1272190,355204.20000000007,1627394.2,Field Sales
SO-823761,1,P007,4,1450,18,5800,1044.0,6844.0,C0040,DEL001,2019-04-10,2019-04-19,Delivered,Net 15,793800,220684.00000000003,1014484.0,Counter Sale
SO-823761,2,P030,4,21900,28,87600,24528.000000000004,112128.0,C0040,DEL001,2019-04-10,2019-04-19,Delivered,Net 15,793800,220684.00000000003,1014484.0,Counter Sale
SO-823761,3,P010,12,34900,28,418800,117264.0,536064.0,C0040,DEL001,2019-04-10,2019-04-19,Delivered,Net 15,793800,220684.00000000003,1014484.0,Counter Sale
SO-823761,4,P003,8,1250,18,10000,1800.0,11800.0,C0040,DEL001,2019-04-10,2019-04-19,Delivered,Net 15,793800,220684.00000000003,1014484.0,Counter Sale
SO-823761,5,P022,7,16900,28,118300,33124.0,151424.0,C0040,DEL001,2019-04-10,2019-04-19,Delivered,Net 15,793800,220684.00000000003,1014484.0,Counter Sale
SO-823761,6,P030,7,21900,28,153300,42924.00000000001,196224.0,C0040,DEL001,2019-04-10,2019-04-19,Delivered,Net 15,793800,220684.00000000003,1014484.0,Counter Sale
SO-557916,1,P007,3,1450,18,4350,783.0,5133.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-557916,2,P022,14,16900,28,236600,66248.0,302848.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-557916,3,P017,5,520,18,2600,468.0,3068.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-557916,4,P023,6,12950,28,77700,21756.000000000004,99456.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-557916,5,P009,15,14900,28,223500,62580.00000000001,286080.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-557916,6,P021,1,46200,28,46200,12936.000000000002,59136.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-557916,7,P014,1,83500,28,83500,23380.000000000004,106880.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-557916,8,P003,1,1250,18,1250,225.0,1475.0,C0027,AHM001,2020-02-07,2020-02-09,Delivered,Net 45,675700,188376.00000000003,864076.0,Dealer Network
SO-482924,1,P015,3,119000,28,357000,99960.0,456960.0,C0151,KOL001,2021-11-07,2021-11-08,Delivered,Net 45,1797800,503384.00000000006,2301184.0,Counter Sale
SO-482924,2,P022,2,16900,28,33800,9464.0,43264.0,C0151,KOL001,2021-11-07,2021-11-08,Delivered,Net 45,1797800,503384.00000000006,2301184.0,Counter Sale
SO-482924,3,P015,6,119000,28,714000,199920.00000000003,913920.0,C0151,KOL001,2021-11-07,2021-11-08,Delivered,Net 45,1797800,503384.00000000006,2301184.0,Counter Sale
SO-482924,4,P021,15,46200,28,693000,194040.00000000003,887040.0,C0151,KOL001,2021-11-07,2021-11-08,Delivered,Net 45,1797800,503384.00000000006,2301184.0,Counter Sale
SO-227275,1,P030,3,21900,28,65700,18396.0,84096.0,C0415,PUN001,2022-08-03,2022-08-07,Delivered,Net 30,150200,42056.0,192256.0,Field Sales
SO-227275,2,P022,5,16900,28,84500,23660.000000000004,108160.0,C0415,PUN001,2022-08-03,2022-08-07,Delivered,Net 30,150200,42056.0,192256.0,Field Sales
SO-711803,1,P023,12,12950,28,155400,43512.00000000001,198912.0,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-711803,2,P026,19,310,18,5890,1060.2,6950.2,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-711803,3,P017,15,520,18,7800,1404.0,9204.0,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-711803,4,P016,17,10200,18,173400,31212.0,204612.0,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-711803,5,P006,11,11200,28,123200,34496.0,157696.0,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-711803,6,P029,9,3950,18,35550,6399.0,41949.0,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-711803,7,P002,8,720,18,5760,1036.8,6796.8,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-711803,8,P030,20,21900,28,438000,122640.0,560640.0,C0298,CHN001,2021-06-12,2021-06-22,Delivered,Advance,945000,241760.00000000003,1186760.0,Online
SO-139132,1,P008,20,580,18,11600,2088.0,13688.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,2,P014,20,83500,28,1670000,467600.00000000006,2137600.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,3,P026,8,310,18,2480,446.4,2926.4,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,4,P023,3,12950,28,38850,10878.000000000002,49728.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,5,P011,11,27600,28,303600,85008.00000000001,388608.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,6,P029,15,3950,18,59250,10665.0,69915.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,7,P008,20,580,18,11600,2088.0,13688.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,8,P009,6,14900,28,89400,25032.000000000004,114432.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,9,P023,18,12950,28,233100,65268.00000000001,298368.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,10,P025,19,7850,18,149150,26847.0,175997.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,11,P020,8,1150,18,9200,1656.0,10856.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-139132,12,P015,14,119000,28,1666000,466480.00000000006,2132480.0,C0495,AHM001,2021-09-23,2021-09-25,Delivered,Net 45,4244230,1164056.4,5408286.4,Dealer Network
SO-286612,1,P022,13,16900,28,219700,61516.00000000001,281216.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,2,P002,17,720,18,12240,2203.2,14443.2,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,3,P009,4,14900,28,59600,16688.0,76288.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,4,P009,6,14900,28,89400,25032.000000000004,114432.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,5,P020,4,1150,18,4600,828.0,5428.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,6,P020,6,1150,18,6900,1242.0,8142.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,7,P030,10,21900,28,219000,61320.00000000001,280320.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,8,P023,19,12950,28,246050,68894.0,314944.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,9,P004,9,39800,28,358200,100296.0,458496.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,10,P001,9,24500,28,220500,61740.00000000001,282240.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,11,P008,17,580,18,9860,1774.8,11634.8,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-286612,12,P021,7,46200,28,323400,90552.0,413952.0,C0465,CHN001,2020-06-01,2020-06-04,Delivered,Net 30,1769450,492086.00000000006,2261536.0,Online
SO-138029,1,P023,11,12950,28,142450,39886.00000000001,182336.0,C0075,HYD001,2020-02-26,2020-02-27,Delivered,Net 45,150900,42252.00000000001,193152.0,Dealer Network
SO-138029,2,P005,1,8450,28,8450,2366.0,10816.0,C0075,HYD001,2020-02-26,2020-02-27,Delivered,Net 45,150900,42252.00000000001,193152.0,Dealer Network
SO-181009,1,P008,8,580,18,4640,835.1999999999999,5475.2,C0002,HYD001,2020-07-24,2020-07-29,Delivered,Advance,839860,233884.80000000005,1073744.8,Field Sales
SO-181009,2,P008,14,580,18,8120,1461.6,9581.6,C0002,HYD001,2020-07-24,2020-07-29,Delivered,Advance,839860,233884.80000000005,1073744.8,Field Sales
SO-181009,3,P014,4,83500,28,334000,93520.0,427520.0,C0002,HYD001,2020-07-24,2020-07-29,Delivered,Advance,839860,233884.80000000005,1073744.8,Field Sales
SO-181009,4,P001,19,24500,28,465500,130340.0,595840.0,C0002,HYD001,2020-07-24,2020-07-29,Delivered,Advance,839860,233884.80000000005,1073744.8,Field Sales
SO-181009,5,P011,1,27600,28,27600,7728.000000000001,35328.0,C0002,HYD001,2020-07-24,2020-07-29,Delivered,Advance,839860,233884.80000000005,1073744.8,Field Sales
SO-482348,1,P013,2,1450,18,2900,522.0,3422.0,C0024,CHN001,2022-11-04,2022-11-15,Delivered,Net 60,2223280,618380.4,2841660.4,Online
SO-482348,2,P014,19,83500,28,1586500,444220.00000000006,2030720.0,C0024,CHN001,2022-11-04,2022-11-15,Delivered,Net 60,2223280,618380.4,2841660.4,Online
SO-482348,3,P017,14,520,18,7280,1310.4,8590.4,C0024,CHN001,2022-11-04,2022-11-15,Delivered,Net 60,2223280,618380.4,2841660.4,Online
SO-482348,4,P019,3,39800,28,119400,33432.0,152832.0,C0024,CHN001,2022-11-04,2022-11-15,Delivered,Net 60,2223280,618380.4,2841660.4,Online
SO-482348,5,P015,4,119000,28,476000,133280.0,609280.0,C0024,CHN001,2022-11-04,2022-11-15,Delivered,Net 60,2223280,618380.4,2841660.4,Online
SO-482348,6,P003,6,1250,18,7500,1350.0,8850.0,C0024,CHN001,2022-11-04,2022-11-15,Delivered,Net 60,2223280,618380.4,2841660.4,Online
SO-482348,7,P029,6,3950,18,23700,4266.0,27966.0,C0024,CHN001,2022-11-04,2022-11-15,Delivered,Net 60,2223280,618380.4,2841660.4,Online
SO-997886,1,P010,20,34900,28,698000,195440.00000000003,893440.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,2,P027,10,480,18,4800,864.0,5664.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,3,P008,3,580,18,1740,313.2,2053.2,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,4,P029,10,3950,18,39500,7110.0,46610.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,5,P023,4,12950,28,51800,14504.000000000002,66304.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,6,P015,14,119000,28,1666000,466480.00000000006,2132480.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,7,P009,1,14900,28,14900,4172.0,19072.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,8,P018,6,11300,28,67800,18984.0,86784.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,9,P007,8,1450,18,11600,2088.0,13688.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-997886,10,P011,16,27600,28,441600,123648.0,565248.0,C0253,PUN001,2019-10-11,2019-10-15,Delivered,Net 60,2997740,833603.2000000002,3831343.2,Dealer Network
SO-469920,1,P006,14,11200,28,156800,43904.00000000001,200704.0,C0149,AHM001,2022-01-19,2022-01-20,Delivered,Advance,456300,127764.0,584064.0,Counter Sale
SO-469920,2,P001,2,24500,28,49000,13720.000000000002,62720.0,C0149,AHM001,2022-01-19,2022-01-20,Delivered,Advance,456300,127764.0,584064.0,Counter Sale
SO-469920,3,P014,3,83500,28,250500,70140.0,320640.0,C0149,AHM001,2022-01-19,2022-01-20,Delivered,Advance,456300,127764.0,584064.0,Counter Sale
SO-184300,1,P021,8,46200,28,369600,103488.0,473088.0,C0182,KOL001,2022-02-11,2022-02-13,Delivered,Net 45,1143530,310085.4,1453615.4,Online
SO-184300,2,P019,2,39800,28,79600,22288.000000000004,101888.0,C0182,KOL001,2022-02-11,2022-02-13,Delivered,Net 45,1143530,310085.4,1453615.4,Online
SO-184300,3,P013,20,1450,18,29000,5220.0,34220.0,C0182,KOL001,2022-02-11,2022-02-13,Delivered,Net 45,1143530,310085.4,1453615.4,Online
SO-184300,4,P010,17,34900,28,593300,166124.00000000003,759424.0,C0182,KOL001,2022-02-11,2022-02-13,Delivered,Net 45,1143530,310085.4,1453615.4,Online
SO-184300,5,P026,3,310,18,930,167.4,1097.4,C0182,KOL001,2022-02-11,2022-02-13,Delivered,Net 45,1143530,310085.4,1453615.4,Online
SO-184300,6,P029,18,3950,18,71100,12798.0,83898.0,C0182,KOL001,2022-02-11,2022-02-13,Delivered,Net 45,1143530,310085.4,1453615.4,Online
SO-799425,1,P015,4,119000,28,476000,133280.0,609280.0,C0299,CHN001,2021-11-22,2021-11-25,Delivered,Advance,593950,166306.0,760256.0,Field Sales
SO-799425,2,P012,7,2450,28,17150,4802.000000000001,21952.0,C0299,CHN001,2021-11-22,2021-11-25,Delivered,Advance,593950,166306.0,760256.0,Field Sales
SO-799425,3,P006,9,11200,28,100800,28224.000000000004,129024.0,C0299,CHN001,2021-11-22,2021-11-25,Delivered,Advance,593950,166306.0,760256.0,Field Sales
SO-685165,1,P011,13,27600,28,358800,100464.0,459264.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,2,P020,10,1150,18,11500,2070.0,13570.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,3,P029,15,3950,18,59250,10665.0,69915.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,4,P025,2,7850,18,15700,2826.0,18526.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,5,P019,2,39800,28,79600,22288.000000000004,101888.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,6,P018,9,11300,28,101700,28476.000000000004,130176.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,7,P012,7,2450,28,17150,4802.000000000001,21952.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,8,P003,16,1250,18,20000,3600.0,23600.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,9,P011,10,27600,28,276000,77280.00000000001,353280.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,10,P004,16,39800,28,636800,178304.00000000003,815104.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,11,P005,12,8450,28,101400,28392.000000000004,129792.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-685165,12,P021,5,46200,28,231000,64680.00000000001,295680.0,C0208,KOL001,2019-11-22,2019-11-27,Delivered,Net 45,1908900,523847.00000000006,2432747.0,Dealer Network
SO-758895,1,P030,8,21900,28,175200,49056.00000000001,224256.0,C0223,AHM001,2024-07-12,2024-07-26,Delivered,Advance,413150,115682.0,528832.0,Online
SO-758895,2,P012,7,2450,28,17150,4802.000000000001,21952.0,C0223,AHM001,2024-07-12,2024-07-26,Delivered,Advance,413150,115682.0,528832.0,Online
SO-758895,3,P011,8,27600,28,220800,61824.00000000001,282624.0,C0223,AHM001,2024-07-12,2024-07-26,Delivered,Advance,413150,115682.0,528832.0,Online
SO-877682,1,P002,7,720,18,5040,907.2,5947.2,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,2,P006,3,11200,28,33600,9408.0,43008.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,3,P010,19,34900,28,663100,185668.00000000003,848768.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,4,P024,8,10300,28,82400,23072.000000000004,105472.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,5,P001,8,24500,28,196000,54880.00000000001,250880.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,6,P015,19,119000,28,2261000,633080.0000000001,2894080.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,7,P004,11,39800,28,437800,122584.0,560384.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,8,P021,1,46200,28,46200,12936.000000000002,59136.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,9,P027,5,480,18,2400,432.0,2832.0,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-877682,10,P026,7,310,18,2170,390.6,2560.6,C0473,CHN001,2024-07-08,2024-07-15,Delivered,Net 45,3729710,1043357.8000000002,4773067.8,Online
SO-261962,1,P029,4,3950,18,15800,2844.0,18644.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,2,P024,17,10300,28,175100,49028.00000000001,224128.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,3,P016,19,10200,18,193800,34884.0,228684.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,4,P017,16,520,18,8320,1497.6,9817.6,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,5,P004,8,39800,28,318400,89152.00000000001,407552.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,6,P027,9,480,18,4320,777.6,5097.6,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,7,P012,14,2450,28,34300,9604.000000000002,43904.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,8,P011,17,27600,28,469200,131376.0,600576.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,9,P006,5,11200,28,56000,15680.000000000002,71680.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,10,P006,1,11200,28,11200,3136.0000000000005,14336.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,11,P015,5,119000,28,595000,166600.00000000003,761600.0,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-261962,12,P027,4,480,18,1920,345.6,2265.6,C0114,KOL001,2022-12-20,2022-12-22,Delivered,Net 30,1883360,504924.8000000001,2388284.8,Counter Sale
SO-577563,1,P012,10,2450,28,24500,6860.000000000001,31360.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,2,P009,4,14900,28,59600,16688.0,76288.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,3,P015,8,119000,28,952000,266560.0,1218560.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,4,P024,16,10300,28,164800,46144.00000000001,210944.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,5,P012,12,2450,28,29400,8232.0,37632.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,6,P027,13,480,18,6240,1123.2,7363.2,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,7,P014,8,83500,28,668000,187040.00000000003,855040.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,8,P016,12,10200,18,122400,22032.0,144432.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,9,P006,18,11200,28,201600,56448.00000000001,258048.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-577563,10,P021,18,46200,28,831600,232848.00000000003,1064448.0,C0063,DEL001,2023-12-20,2023-12-23,Delivered,Advance,3060140,843975.2000000001,3904115.2,Counter Sale
SO-690433,1,P021,17,46200,28,785400,219912.00000000003,1005312.0,C0398,HYD001,2021-01-18,2021-01-30,Delivered,Net 30,2098900,584092.0000000001,2682992.0,Dealer Network
SO-690433,2,P014,7,83500,28,584500,163660.00000000003,748160.0,C0398,HYD001,2021-01-18,2021-01-30,Delivered,Net 30,2098900,584092.0000000001,2682992.0,Dealer Network
