product_id,branch_id,current_stock,lead_time_days,safety_stock,max_stock_level,7_day_avg_demand,30_day_avg_demand,next_day_forecast,base_daily_demand,base_30_day_forecast,base_60_day_forecast,high_demand_30_day_forecast,high_demand_60_day_forecast,low_demand_30_day_forecast,low_demand_60_day_forecast,base_stock_after_30_days,high_demand_stock_after_30_days,low_demand_stock_after_30_days,scenario_stock_status
P028,HYD001,102248,9,20,100,20.43,22.4,20.43,20.43,612.9,1225.8,735.48,1470.96,490.32,980.64,101635.1,101512.52,101757.68,Potential Overstock
P028,KOL001,104851,9,20,100,20.43,22.4,20.43,20.43,612.9,1225.8,735.48,1470.96,490.32,980.64,104238.1,104115.52,104360.68,Potential Overstock
P028,AHM001,101538,9,20,100,20.43,22.4,20.43,20.43,612.9,1225.8,735.48,1470.96,490.32,980.64,100925.1,100802.52,101047.68,Potential Overstock
P029,DEL001,108622,8,12,60,26.0,20.43,26.0,26.0,780.0,1560.0,936.0,1872.0,624.0,1248.0,107842.0,107686.0,107998.0,Potential Overstock
P029,PUN001,109429,8,12,60,26.0,20.43,26.0,26.0,780.0,1560.0,936.0,1872.0,624.0,1248.0,108649.0,108493.0,108805.0,Potential Overstock
P029,CHN001,101572,8,12,60,26.0,20.43,26.0,26.0,780.0,1560.0,936.0,1872.0,624.0,1248.0,100792.0,100636.0,100948.0,Potential Overstock
P029,HYD001,112739,8,12,60,26.0,20.43,26.0,26.0,780.0,1560.0,936.0,1872.0,624.0,1248.0,111959.0,111803.0,112115.0,Potential Overstock
P029,KOL001,105010,8,12,60,26.0,20.43,26.0,26.0,780.0,1560.0,936.0,1872.0,624.0,1248.0,104230.0,104074.0,104386.0,Potential Overstock
P029,AHM001,97606,8,12,60,26.0,20.43,26.0,26.0,780.0,1560.0,936.0,1872.0,624.0,1248.0,96826.0,96670.0,96982.0,Potential Overstock
P030,DEL001,103131,18,5,25,24.0,16.2,24.0,24.0,720.0,1440.0,864.0,1728.0,576.0,1152.0,102411.0,102267.0,102555.0,Potential Overstock
P030,PUN001,112388,18,5,25,24.0,16.2,24.0,24.0,720.0,1440.0,864.0,1728.0,576.0,1152.0,111668.0,111524.0,111812.0,Potential Overstock
P030,CHN001,105447,18,5,25,24.0,16.2,24.0,24.0,720.0,1440.0,864.0,1728.0,576.0,1152.0,104727.0,104583.0,104871.0,Potential Overstock
P030,HYD001,104611,18,5,25,24.0,16.2,24.0,24.0,720.0,1440.0,864.0,1728.0,576.0,1152.0,103891.0,103747.0,104035.0,Potential Overstock
P030,KOL001,103465,18,5,25,24.0,16.2,24.0,24.0,720.0,1440.0,864.0,1728.0,576.0,1152.0,102745.0,102601.0,102889.0,Potential Overstock
P030,AHM001,103248,18,5,25,24.0,16.2,24.0,24.0,720.0,1440.0,864.0,1728.0,576.0,1152.0,102528.0,102384.0,102672.0,Potential Overstock
