product_id,order_date,quantity,7_day_avg_demand,30_day_avg_demand,next_day_forecast
P003,2021-02-21,48.0,20.0,22.07,20.0
P003,2021-02-22,30.0,21.29,22.9,21.29
P003,2021-02-23,16.0,21.86,23.4,21.86
P003,2021-02-24,36.0,27.0,24.53,27.0
P003,2021-02-25,0.0,27.0,23.53,27.0
P003,2021-02-26,22.0,22.43,23.63,22.43
P003,2021-02-27,24.0,25.14,24.13,25.14
P003,2021-02-28,0.0,18.29,21.43,18.29
P003,2021-03-01,0.0,14.0,20.9,14.0
P003,2021-03-02,0.0,11.71,20.9,11.71
P003,2021-03-03,6.0,7.43,19.9,7.43
P003,2021-03-04,32.0,12.0,20.03,12.0
P003,2021-03-05,4.0,9.43,19.67,9.43
P003,2021-03-06,18.0,8.57,18.87,8.57
P003,2021-03-07,18.0,11.14,17.83,11.14
P003,2021-03-08,15.0,13.29,17.83,13.29
P003,2021-03-09,69.0,23.14,19.73,23.14
P003,2021-03-10,53.0,29.86,20.53,29.86
P003,2021-03-11,39.0,30.86,21.83,30.86
P003,2021-03-12,0.0,30.29,21.7,30.29
P003,2021-03-13,19.0,30.43,22.27,30.43
P003,2021-03-14,0.0,27.86,19.9,27.86
P003,2021-03-15,47.0,32.43,20.77,32.43
P003,2021-03-16,57.0,30.71,21.5,30.71
P003,2021-03-17,15.0,25.29,21.3,25.29
P003,2021-03-18,0.0,19.71,20.9,19.71
P003,2021-03-19,0.0,19.71,20.9,19.71
P003,2021-03-20,31.0,21.43,21.93,21.43
P003,2021-03-21,0.0,21.43,20.13,21.43
P003,2021-03-22,5.0,15.43,20.13,15.43
P003,2021-03-23,42.0,13.29,19.93,13.29
P003,2021-03-24,0.0,11.14,18.93,11.14
P003,2021-03-25,0.0,11.14,18.4,11.14
P003,2021-03-26,15.0,13.29,17.7,13.29
P003,2021-03-27,13.0,10.71,18.13,10.71
P003,2021-03-28,24.0,14.14,18.2,14.14
P003,2021-03-29,9.0,14.71,17.7,14.71
P003,2021-03-30,18.0,11.29,18.3,11.29
P003,2021-03-31,24.0,14.71,19.1,14.71
P003,2021-04-01,0.0,14.71,19.1,14.71
P003,2021-04-02,20.0,15.43,19.57,15.43
P003,2021-04-03,61.0,22.29,20.53,22.29
P003,2021-04-04,7.0,19.86,20.63,19.86
P003,2021-04-05,7.0,19.57,20.27,19.57
P003,2021-04-06,15.0,19.14,20.17,19.14
P003,2021-04-07,33.0,20.43,20.77,20.43
P003,2021-04-08,47.0,27.14,20.03,27.14
P003,2021-04-09,1.0,24.43,18.3,24.43
P003,2021-04-10,0.0,15.71,17.0,15.71
P003,2021-04-11,10.0,16.14,17.33,16.14
P003,2021-04-12,55.0,23.0,18.53,23.0
P003,2021-04-13,0.0,20.86,18.53,20.86
P003,2021-04-14,4.0,16.71,17.1,16.71
P003,2021-04-15,5.0,10.71,15.37,10.71
P003,2021-04-16,88.0,23.14,17.8,23.14
P003,2021-04-17,8.0,24.29,18.07,24.29
P003,2021-04-18,0.0,22.86,18.07,22.86
P003,2021-04-19,14.0,17.0,17.5,17.0
P003,2021-04-20,39.0,22.57,18.8,22.57
P003,2021-04-21,20.0,24.86,19.3,24.86
P003,2021-04-22,8.0,25.29,18.17,25.29
P003,2021-04-23,18.0,15.29,18.77,15.29
P003,2021-04-24,56.0,22.14,20.63,22.14
P003,2021-04-25,2.0,22.43,20.2,22.43
P003,2021-04-26,14.0,22.43,20.23,22.43
P003,2021-04-27,9.0,18.14,19.73,18.14
P003,2021-04-28,25.0,18.86,20.27,18.86
P003,2021-04-29,0.0,17.71,19.67,17.71
P003,2021-04-30,0.0,15.14,18.87,15.14
P003,2021-05-01,0.0,7.14,18.87,7.14
P003,2021-05-02,0.0,6.86,18.2,6.86
P003,2021-05-03,0.0,4.86,16.17,4.86
P003,2021-05-04,23.0,6.86,16.7,6.86
P003,2021-05-05,47.0,10.0,18.03,10.0
P003,2021-05-06,3.0,10.43,17.63,10.43
P003,2021-05-07,0.0,10.43,16.53,10.43
P003,2021-05-08,0.0,10.43,14.97,10.43
P003,2021-05-09,18.0,13.0,15.53,13.0
P003,2021-05-10,16.0,15.29,16.07,15.29
P003,2021-05-11,11.0,13.57,16.1,13.57
P003,2021-05-12,49.0,13.86,15.9,13.86
P003,2021-05-13,46.0,20.0,17.43,20.0
P003,2021-05-14,6.0,20.86,17.5,20.86
P003,2021-05-15,57.0,29.0,19.23,29.0
P003,2021-05-16,30.0,30.71,17.3,30.71
P003,2021-05-17,71.0,38.57,19.4,38.57
P003,2021-05-18,9.0,38.29,19.7,38.29
P003,2021-05-19,0.0,31.29,19.23,31.29
P003,2021-05-20,17.0,27.14,18.5,27.14
P003,2021-05-21,41.0,32.14,19.2,32.14
P003,2021-05-22,5.0,24.71,19.1,24.71
P003,2021-05-23,3.0,20.86,18.6,20.86
P003,2021-05-24,17.0,13.14,17.3,13.14
P003,2021-05-25,24.0,15.29,18.03,15.29
P003,2021-05-26,0.0,15.29,17.57,15.29
P003,2021-05-27,14.0,14.86,17.73,14.86
P003,2021-05-28,0.0,9.0,16.9,9.0
P003,2021-05-29,2.0,8.57,16.97,8.57
P003,2021-05-30,1.0,8.29,17.0,8.29
P003,2021-05-31,20.0,8.71,17.67,8.71
P003,2021-06-01,0.0,5.29,17.67,5.29
P003,2021-06-02,0.0,5.29,17.67,5.29
P003,2021-06-03,22.0,6.43,17.63,6.43
P003,2021-06-04,66.0,15.86,18.27,15.86
P003,2021-06-05,42.0,21.57,19.57,21.57
P003,2021-06-06,17.0,23.86,20.13,23.86
P003,2021-06-07,28.0,25.0,21.07,25.0
P003,2021-06-08,67.0,34.57,22.7,34.57
P003,2021-06-09,9.0,35.86,22.47,35.86
P003,2021-06-10,0.0,32.71,22.1,32.71
P003,2021-06-11,17.0,25.71,21.03,25.71
P003,2021-06-12,18.0,22.29,20.1,22.29
P003,2021-06-13,16.0,22.14,20.43,22.14
P003,2021-06-14,28.0,22.14,19.47,22.14
P003,2021-06-15,35.0,17.57,19.63,17.57
P003,2021-06-16,18.0,18.86,17.87,18.86
P003,2021-06-17,7.0,19.86,17.8,19.86
P003,2021-06-18,10.0,18.86,18.13,18.86
P003,2021-06-19,0.0,16.29,17.57,16.29
P003,2021-06-20,0.0,14.0,16.2,14.0
P003,2021-06-21,15.0,12.14,16.53,12.14
P003,2021-06-22,47.0,13.86,18.0,13.86
P003,2021-06-23,30.0,15.57,18.43,15.57
P003,2021-06-24,31.0,19.0,18.67,19.0
P003,2021-06-25,1.0,17.71,18.7,17.71
P003,2021-06-26,33.0,22.43,19.33,22.43
P003,2021-06-27,0.0,22.43,19.33,22.43
P003,2021-06-28,39.0,25.86,20.57,25.86
P003,2021-06-29,12.0,20.86,20.93,20.86
P003,2021-06-30,1.0,16.71,20.3,16.71
P003,2021-07-01,1.0,12.43,20.33,12.43
P003,2021-07-02,24.0,15.71,21.13,15.71
P003,2021-07-03,30.0,15.29,21.4,15.29
P003,2021-07-04,11.0,16.86,19.57,16.86
P003,2021-07-05,0.0,11.29,18.17,11.29
P003,2021-07-06,10.0,11.0,17.93,11.0
P003,2021-07-07,9.0,12.14,17.3,12.14
P003,2021-07-08,39.0,17.57,16.37,17.57
P003,2021-07-09,0.0,14.14,16.07,14.14
P003,2021-07-10,11.0,11.43,16.43,11.43
P003,2021-07-11,23.0,13.14,16.63,13.14
P003,2021-07-12,4.0,13.71,16.17,13.71
P003,2021-07-13,7.0,13.29,15.87,13.29
P003,2021-07-14,0.0,12.0,14.93,12.0
P003,2021-07-15,9.0,7.71,14.07,7.71
P003,2021-07-16,15.0,9.86,13.97,9.86
P003,2021-07-17,0.0,8.29,13.73,8.29
P003,2021-07-18,0.0,5.0,13.4,5.0
P003,2021-07-19,15.0,6.57,13.9,6.57
P003,2021-07-20,35.0,10.57,15.07,10.57
P003,2021-07-21,0.0,10.57,14.57,10.57
P003,2021-07-22,15.0,11.43,13.5,11.43
P003,2021-07-23,25.0,12.86,13.33,12.86
P003,2021-07-24,18.0,15.43,12.9,15.43
P003,2021-07-25,0.0,15.43,12.87,15.43
P003,2021-07-26,6.0,14.14,11.97,14.14
P003,2021-07-27,33.0,13.86,13.07,13.86
P003,2021-07-28,9.0,15.14,12.07,15.14
P003,2021-07-29,20.0,15.86,12.33,15.86
P003,2021-07-30,30.0,16.57,13.3,16.57
P003,2021-07-31,25.0,17.57,14.1,17.57
P003,2021-08-01,17.0,20.0,13.87,20.0
P003,2021-08-02,38.0,24.57,14.13,24.57
P003,2021-08-03,1.0,20.0,13.8,20.0
P003,2021-08-04,37.0,24.0,15.03,24.0
P003,2021-08-05,0.0,21.14,14.7,21.14
P003,2021-08-06,0.0,16.86,14.4,16.86
P003,2021-08-07,36.0,18.43,14.3,18.43
P003,2021-08-08,23.0,19.29,15.07,19.29
P003,2021-08-09,23.0,17.14,15.47,17.14
P003,2021-08-10,9.0,18.29,15.0,18.29
P003,2021-08-11,69.0,22.86,17.17,22.86
P003,2021-08-12,16.0,25.14,17.47,25.14
P003,2021-08-13,62.0,34.0,19.53,34.0
P003,2021-08-14,15.0,31.0,19.73,31.0
P003,2021-08-15,10.0,29.14,19.57,29.14
P003,2021-08-16,18.0,28.43,20.17,28.43
P003,2021-08-17,38.0,32.57,21.43,32.57
P003,2021-08-18,22.0,25.86,21.67,25.86
P003,2021-08-19,18.0,26.14,21.1,26.14
P003,2021-08-20,12.0,19.0,21.5,19.0
P003,2021-08-21,18.0,19.43,21.6,19.43
P003,2021-08-22,41.0,23.86,22.13,23.86
P003,2021-08-23,4.0,21.86,21.67,21.86
P003,2021-08-24,25.0,20.0,22.5,20.0
P003,2021-08-25,0.0,16.86,22.3,16.86
P003,2021-08-26,48.0,21.14,22.8,21.14
P003,2021-08-27,23.0,22.71,23.27,22.71
P003,2021-08-28,47.0,26.86,24.17,26.86
P003,2021-08-29,1.0,21.14,23.2,21.14
P003,2021-08-30,23.0,23.86,23.13,23.86
P003,2021-08-31,53.0,27.86,24.33,27.86
P003,2021-09-01,0.0,27.86,23.07,27.86
P003,2021-09-02,13.0,22.86,23.47,22.86
P003,2021-09-03,6.0,20.43,22.43,20.43
P003,2021-09-04,55.0,21.57,24.27,21.57
P003,2021-09-05,42.0,27.43,25.67,27.43
P003,2021-09-06,27.0,28.0,25.37,28.0
P003,2021-09-07,6.0,21.29,24.8,21.29
P003,2021-09-08,24.0,24.71,24.83,24.71
P003,2021-09-09,38.0,28.29,25.8,28.29
P003,2021-09-10,2.0,27.71,23.57,27.71
P003,2021-09-11,3.0,20.29,23.13,20.29
P003,2021-09-12,18.0,16.86,21.67,16.86
P003,2021-09-13,19.0,15.71,21.8,15.71
P003,2021-09-14,26.0,18.57,22.33,18.57
P003,2021-09-15,1.0,15.29,21.77,15.29
P003,2021-09-16,41.0,15.71,21.87,15.71
P003,2021-09-17,34.0,20.29,22.27,20.29
P003,2021-09-18,6.0,20.71,21.87,20.71
P003,2021-09-19,23.0,21.43,22.23,21.43
P003,2021-09-20,30.0,23.0,22.63,23.0
P003,2021-09-21,6.0,20.14,21.47,20.14
P003,2021-09-22,32.0,24.57,22.4,24.57
P003,2021-09-23,11.0,20.29,21.93,20.29
P003,2021-09-24,0.0,15.43,21.93,15.43
P003,2021-09-25,11.0,16.14,20.7,16.14
P003,2021-09-26,26.0,16.57,20.8,16.57
P003,2021-09-27,0.0,12.29,19.23,12.29
P003,2021-09-28,21.0,14.43,19.9,14.43
P003,2021-09-29,22.0,13.0,19.87,13.0
P003,2021-09-30,80.0,22.86,20.77,22.86
P003,2021-10-01,10.0,24.29,21.1,24.29
P003,2021-10-02,37.0,28.0,21.9,28.0
P003,2021-10-03,30.0,28.57,22.7,28.57
P003,2021-10-04,20.0,31.43,21.53,31.43
P003,2021-10-05,23.0,31.71,20.9,31.71
P003,2021-10-06,17.0,31.0,20.57,31.0
P003,2021-10-07,10.0,21.0,20.7,21.0
P003,2021-10-08,11.0,21.14,20.27,21.14
P003,2021-10-09,1.0,16.0,19.03,16.0
P003,2021-10-10,55.0,19.57,20.8,19.57
P003,2021-10-11,0.0,16.71,20.7,16.71
P003,2021-10-12,28.0,17.43,21.03,17.43
P003,2021-10-13,42.0,21.0,21.8,21.0
P003,2021-10-14,0.0,19.57,20.93,19.57
P003,2021-10-15,69.0,27.86,23.2,27.86
P003,2021-10-16,35.0,32.71,23.0,32.71
P003,2021-10-17,51.0,32.14,23.57,32.14
P003,2021-10-18,89.0,44.86,26.33,44.86
P003,2021-10-19,8.0,42.0,25.83,42.0
P003,2021-10-20,73.0,46.43,27.27,46.43
P003,2021-10-21,43.0,52.57,28.5,52.57
P003,2021-10-22,29.0,46.86,28.4,46.86
P003,2021-10-23,0.0,41.86,28.03,41.86
P003,2021-10-24,13.0,36.43,28.47,36.43
P003,2021-10-25,5.0,24.43,28.27,24.43
P003,2021-10-26,37.0,28.57,28.63,28.57
P003,2021-10-27,0.0,18.14,28.63,18.14
P003,2021-10-28,88.0,24.57,30.87,24.57
P003,2021-10-29,26.0,24.14,31.0,24.14
P003,2021-10-30,38.0,29.57,29.6,29.57
P003,2021-10-31,0.0,27.71,29.27,27.71
P003,2021-11-01,39.0,32.57,29.33,32.57
P003,2021-11-02,72.0,37.57,30.73,37.57
P003,2021-11-03,0.0,37.57,30.07,37.57
P003,2021-11-04,14.0,27.0,29.77,27.0
P003,2021-11-05,54.0,31.0,31.0,31.0
P003,2021-11-06,19.0,28.29,31.3,28.29
P003,2021-11-07,29.0,32.43,31.9,32.43
P003,2021-11-08,24.0,30.29,32.67,30.29
P003,2021-11-09,8.0,21.14,31.1,21.14
P003,2021-11-10,35.0,26.14,32.27,26.14
P003,2021-11-11,30.0,28.43,32.33,28.43
P003,2021-11-12,19.0,23.43,31.57,23.43
P003,2021-11-13,0.0,20.71,31.57,20.71
P003,2021-11-14,36.0,21.71,30.47,21.71
P003,2021-11-15,15.0,20.43,29.8,20.43
P003,2021-11-16,19.0,22.0,28.73,22.0
P003,2021-11-17,39.0,22.57,27.07,22.57
P003,2021-11-18,32.0,22.86,27.87,22.86
P003,2021-11-19,14.0,22.14,25.9,22.14
P003,2021-11-20,73.0,32.57,26.9,32.57
P003,2021-11-21,5.0,28.14,26.1,28.14
P003,2021-11-22,27.0,29.86,27.0,29.86
P003,2021-11-23,7.0,28.14,26.8,28.14
P003,2021-11-24,39.0,28.14,27.93,28.14
P003,2021-11-25,7.0,24.57,26.93,24.57
P003,2021-11-26,23.0,25.86,27.7,25.86
P003,2021-11-27,6.0,16.29,24.97,16.29
P003,2021-11-28,30.0,19.86,25.1,19.86
P003,2021-11-29,27.0,19.86,24.73,19.86
P003,2021-11-30,7.0,19.86,24.97,19.86
P003,2021-12-01,30.0,18.57,24.67,18.57
P003,2021-12-02,7.0,18.57,22.5,18.57
P003,2021-12-03,7.0,16.29,22.73,16.29
P003,2021-12-04,33.0,20.14,23.37,20.14
P003,2021-12-05,10.0,17.29,21.9,17.29
P003,2021-12-06,33.0,18.14,22.37,18.14
P003,2021-12-07,41.0,23.0,22.77,23.0
P003,2021-12-08,0.0,18.71,21.97,18.71
P003,2021-12-09,24.0,21.14,22.5,21.14
P003,2021-12-10,0.0,20.14,21.33,20.14
P003,2021-12-11,17.0,17.86,20.9,17.86
P003,2021-12-12,62.0,25.29,22.33,25.29
P003,2021-12-13,64.0,29.71,24.47,29.71
P003,2021-12-14,24.0,27.29,24.07,27.29
P003,2021-12-15,1.0,27.43,23.6,27.43
P003,2021-12-16,13.0,25.86,23.4,25.86
P003,2021-12-17,9.0,27.14,22.4,27.14
P003,2021-12-18,18.0,27.29,21.93,27.29
P003,2021-12-19,18.0,21.0,22.07,21.0
P003,2021-12-20,0.0,11.86,19.63,11.86
P003,2021-12-21,13.0,10.29,19.9,10.29
P003,2021-12-22,21.0,13.14,19.7,13.14
P003,2021-12-23,46.0,17.86,21.0,17.86
P003,2021-12-24,53.0,24.14,21.47,24.14
P003,2021-12-25,23.0,24.86,22.0,24.86
P003,2021-12-26,38.0,27.71,22.5,27.71
P003,2021-12-27,36.0,32.86,23.5,32.86
P003,2021-12-28,16.0,33.29,23.03,33.29
P003,2021-12-29,13.0,32.14,22.57,32.14
P003,2021-12-30,17.0,28.0,22.9,28.0
P003,2021-12-31,10.0,21.86,22.23,21.86
P003,2022-01-01,13.0,20.43,22.43,20.43
P003,2022-01-02,63.0,24.0,24.3,24.0
P003,2022-01-03,13.0,20.71,23.63,20.71
P003,2022-01-04,91.0,31.43,26.33,31.43
P003,2022-01-05,29.0,33.71,26.2,33.71
P003,2022-01-06,0.0,31.29,24.83,31.29
P003,2022-01-07,14.0,31.86,25.3,31.86
P003,2022-01-08,13.0,31.86,24.93,31.86
P003,2022-01-09,7.0,23.86,25.17,23.86
P003,2022-01-10,14.0,24.0,25.07,24.0
P003,2022-01-11,0.0,11.0,23.0,11.0
P003,2022-01-12,26.0,10.57,21.73,10.57
P003,2022-01-13,17.0,13.0,21.5,13.0
P003,2022-01-14,17.0,13.43,22.03,13.43
P003,2022-01-15,3.0,12.0,21.7,12.0
P003,2022-01-16,19.0,13.71,22.03,13.71
P003,2022-01-17,8.0,12.86,21.7,12.86
P003,2022-01-18,6.0,13.71,21.3,13.71
P003,2022-01-19,33.0,14.71,22.4,14.71
P003,2022-01-20,14.0,14.29,22.43,14.29
P003,2022-01-21,37.0,17.14,22.97,17.14
P003,2022-01-22,18.0,19.29,22.03,19.29
P003,2022-01-23,0.0,16.57,20.27,16.57
P003,2022-01-24,0.0,15.43,19.5,15.43
P003,2022-01-25,49.0,21.57,19.87,21.57
P003,2022-01-26,12.0,18.57,19.07,18.57
P003,2022-01-27,19.0,19.29,19.17,19.29
P003,2022-01-28,30.0,18.29,19.73,18.29
P003,2022-01-29,4.0,16.29,19.3,16.29
P003,2022-01-30,9.0,17.57,19.27,17.57
P003,2022-01-31,50.0,24.71,20.5,24.71
P003,2022-02-01,0.0,17.71,18.4,17.71
P003,2022-02-02,14.0,18.0,18.43,18.0
P003,2022-02-03,15.0,17.43,15.9,17.43
P003,2022-02-04,20.0,16.0,15.6,16.0
P003,2022-02-05,29.0,19.57,16.57,19.57
P003,2022-02-06,14.0,20.29,16.57,20.29
P003,2022-02-07,0.0,13.14,16.13,13.14
P003,2022-02-08,38.0,18.57,17.17,18.57
P003,2022-02-09,0.0,16.57,16.7,16.57
P003,2022-02-10,0.0,14.43,16.7,14.43
P003,2022-02-11,20.0,14.43,16.5,14.43
P003,2022-02-12,64.0,19.43,18.07,19.43
P003,2022-02-13,5.0,18.14,17.67,18.14
P003,2022-02-14,0.0,18.14,17.57,18.14
P003,2022-02-15,5.0,13.43,17.1,13.43
P003,2022-02-16,42.0,19.43,18.23,19.43
P003,2022-02-17,65.0,28.71,20.2,28.71
P003,2022-02-18,33.0,30.57,20.2,30.57
P003,2022-02-19,36.0,26.57,20.93,26.57
P003,2022-02-20,24.0,29.29,20.5,29.29
P003,2022-02-21,0.0,29.29,19.9,29.29
P003,2022-02-22,0.0,28.57,19.9,28.57
P003,2022-02-23,29.0,26.71,20.87,26.71
P003,2022-02-24,4.0,18.0,19.37,18.0
P003,2022-02-25,47.0,20.0,20.53,20.0
P003,2022-02-26,38.0,20.29,21.17,20.29
P003,2022-02-27,13.0,18.71,20.6,18.71
P003,2022-02-28,24.0,22.14,21.27,22.14
P003,2022-03-01,5.0,22.86,21.13,22.86
P003,2022-03-02,13.0,20.57,19.9,20.57
P003,2022-03-03,14.0,22.0,20.37,22.0
P003,2022-03-04,16.0,17.57,20.43,17.57
P003,2022-03-05,41.0,18.0,21.3,18.0
P003,2022-03-06,21.0,19.14,21.33,19.14
P003,2022-03-07,8.0,16.86,20.63,16.86
P003,2022-03-08,30.0,20.43,21.17,20.43
P003,2022-03-09,17.0,21.0,21.73,21.0
P003,2022-03-10,28.0,23.0,21.4,23.0
P003,2022-03-11,36.0,25.86,22.6,25.86
P003,2022-03-12,0.0,20.0,22.6,20.0
P003,2022-03-13,0.0,17.0,21.93,17.0
P003,2022-03-14,39.0,21.43,21.1,21.43
P003,2022-03-15,5.0,17.86,21.1,17.86
P003,2022-03-16,44.0,21.71,22.57,21.71
P003,2022-03-17,22.0,20.86,23.13,20.86
P003,2022-03-18,11.0,17.29,22.1,17.29
P003,2022-03-19,3.0,17.71,20.03,17.71
P003,2022-03-20,13.0,19.57,19.37,19.57
P003,2022-03-21,0.0,14.0,18.17,14.0
P003,2022-03-22,21.0,16.29,18.07,16.29
P003,2022-03-23,5.0,10.71,18.23,10.71
P003,2022-03-24,34.0,12.43,19.37,12.43
P003,2022-03-25,0.0,10.86,18.4,10.86
P003,2022-03-26,0.0,10.43,18.27,10.43
P003,2022-03-27,17.0,11.0,17.27,11.0
P003,2022-03-28,30.0,15.29,17.0,15.29
P003,2022-03-29,4.0,12.86,16.7,12.86
P003,2022-03-30,21.0,15.14,16.6,15.14
P003,2022-03-31,15.0,12.43,16.93,12.43
P003,2022-04-01,51.0,19.71,18.2,19.71
P003,2022-04-02,40.0,25.43,19.07,25.43
P003,2022-04-03,3.0,23.43,18.63,23.43
P003,2022-04-04,38.0,24.57,18.53,24.57
P003,2022-04-05,13.0,25.86,18.27,25.86
P003,2022-04-06,10.0,24.29,18.33,24.29
P003,2022-04-07,22.0,25.29,18.07,25.29
P003,2022-04-08,0.0,18.0,17.5,18.0
P003,2022-04-09,39.0,17.86,17.87,17.86
P003,2022-04-10,3.0,17.86,16.77,17.86
P003,2022-04-11,29.0,16.57,17.73,16.57
P003,2022-04-12,21.0,17.71,18.43,17.71
P003,2022-04-13,29.0,20.43,18.1,20.43
P003,2022-04-14,18.0,19.86,18.53,19.86
P003,2022-04-15,21.0,22.86,17.77,22.86
P003,2022-04-16,9.0,18.57,17.33,18.57
P003,2022-04-17,40.0,23.86,18.3,23.86
P003,2022-04-18,27.0,23.57,19.1,23.57
P003,2022-04-19,33.0,25.29,19.77,25.29
P003,2022-04-20,20.0,24.0,20.43,24.0
P003,2022-04-21,16.0,23.71,20.27,23.71
P003,2022-04-22,44.0,27.0,21.57,27.0
P003,2022-04-23,22.0,28.86,21.17,28.86
P003,2022-04-24,17.0,25.57,21.73,25.57
P003,2022-04-25,11.0,23.29,22.1,23.29
P003,2022-04-26,21.0,21.57,22.23,21.57
P003,2022-04-27,0.0,18.71,21.23,18.71
P003,2022-04-28,14.0,18.43,21.57,18.43
P003,2022-04-29,38.0,17.57,22.13,17.57
P003,2022-04-30,11.0,16.0,22.0,16.0
P003,2022-05-01,30.0,17.86,21.3,17.86
P003,2022-05-02,0.0,16.29,19.97,16.29
P003,2022-05-03,0.0,13.29,19.87,13.29
P003,2022-05-04,8.0,14.43,18.87,14.43
P003,2022-05-05,20.0,15.29,19.1,15.29
P003,2022-05-06,33.0,14.57,19.87,14.57
P003,2022-05-07,7.0,14.0,19.37,14.0
P003,2022-05-08,22.0,12.86,20.1,12.86
P003,2022-05-09,35.0,17.86,19.97,17.86
P003,2022-05-10,0.0,17.86,19.87,17.86
P003,2022-05-11,55.0,24.57,20.73,24.57
P003,2022-05-12,34.0,26.57,21.17,26.57
P003,2022-05-13,20.0,24.71,20.87,24.71
P003,2022-05-14,65.0,33.0,22.43,33.0
P003,2022-05-15,26.0,33.57,22.6,33.57
P003,2022-05-16,8.0,29.71,22.57,29.71
P003,2022-05-17,39.0,35.29,22.53,35.29
P003,2022-05-18,19.0,30.14,22.27,30.14
P003,2022-05-19,15.0,27.43,21.67,27.43
P003,2022-05-20,0.0,24.57,21.0,24.57
P003,2022-05-21,60.0,23.86,22.47,23.86
P003,2022-05-22,10.0,21.57,21.33,21.57
P003,2022-05-23,34.0,25.29,21.73,25.29
P003,2022-05-24,0.0,19.71,21.17,19.71
P003,2022-05-25,14.0,19.0,21.27,19.0
P003,2022-05-26,30.0,21.14,21.57,21.14
P003,2022-05-27,12.0,22.86,21.97,22.86
P003,2022-05-28,18.0,16.86,22.1,16.86
P003,2022-05-29,27.0,19.29,21.73,19.29
P003,2022-05-30,23.0,17.71,22.13,17.71
P003,2022-05-31,39.0,23.29,22.43,23.29
P003,2022-06-01,8.0,22.43,22.7,22.43
P003,2022-06-02,0.0,18.14,22.7,18.14
P003,2022-06-03,18.0,19.0,23.03,19.0
P003,2022-06-04,36.0,21.57,23.57,21.57
P003,2022-06-05,15.0,19.86,22.97,19.86
P003,2022-06-06,10.0,18.0,23.07,18.0
P003,2022-06-07,49.0,19.43,23.97,19.43
P003,2022-06-08,58.0,26.57,24.73,26.57
P003,2022-06-09,23.0,29.86,25.5,29.86
P003,2022-06-10,19.0,30.0,24.3,30.0
P003,2022-06-11,20.0,27.71,23.83,27.71
P003,2022-06-12,69.0,35.43,25.47,35.43
P003,2022-06-13,7.0,35.0,23.53,35.0
P003,2022-06-14,5.0,28.71,22.83,28.71
P003,2022-06-15,9.0,21.71,22.87,21.71
P003,2022-06-16,20.0,21.29,22.23,21.29
P003,2022-06-17,1.0,18.71,21.63,18.71
P003,2022-06-18,17.0,18.29,21.7,18.29
P003,2022-06-19,21.0,11.43,22.4,11.43
P003,2022-06-20,30.0,14.71,21.4,14.71
P003,2022-06-21,24.0,17.43,21.87,17.43
P003,2022-06-22,1.0,16.29,20.77,16.29
P003,2022-06-23,15.0,15.57,21.27,15.57
P003,2022-06-24,30.0,19.71,21.8,19.71
P003,2022-06-25,8.0,18.43,21.07,18.43
P003,2022-06-26,19.0,18.14,21.3,18.14
P003,2022-06-27,28.0,17.86,21.63,17.86
P003,2022-06-28,48.0,21.29,22.33,21.29
P003,2022-06-29,0.0,21.14,21.57,21.14
P003,2022-06-30,3.0,19.43,20.37,19.43
P003,2022-07-01,0.0,15.14,20.1,15.14
P003,2022-07-02,0.0,14.0,20.1,14.0
P003,2022-07-03,12.0,13.0,19.9,13.0
P003,2022-07-04,17.0,11.43,19.27,11.43
P003,2022-07-05,21.0,7.57,19.47,7.57
P003,2022-07-06,29.0,11.71,20.1,11.71
P003,2022-07-07,34.0,16.14,19.6,16.14
P003,2022-07-08,14.0,18.14,18.13,18.14
P003,2022-07-09,6.0,19.0,17.57,19.0
P003,2022-07-10,26.0,21.0,17.8,21.0
P003,2022-07-11,0.0,18.57,17.13,18.57
P003,2022-07-12,18.0,18.14,15.43,18.14
P003,2022-07-13,4.0,14.57,15.33,14.57
P003,2022-07-14,36.0,14.86,16.37,14.86
P003,2022-07-15,24.0,16.29,16.87,16.29
P003,2022-07-16,65.0,24.71,18.37,24.71
P003,2022-07-17,9.0,22.29,18.63,22.29
P003,2022-07-18,34.0,27.14,19.2,27.14
P003,2022-07-19,72.0,34.86,20.9,34.86
P003,2022-07-20,33.0,39.0,21.0,39.0
P003,2022-07-21,0.0,33.86,20.2,33.86
P003,2022-07-22,6.0,31.29,20.37,31.29
P003,2022-07-23,17.0,24.43,20.43,24.43
P003,2022-07-24,41.0,29.0,20.8,29.0
P003,2022-07-25,0.0,24.14,20.53,24.14
P003,2022-07-26,51.0,21.14,21.6,21.14
P003,2022-07-27,0.0,16.43,20.67,16.43
P003,2022-07-28,19.0,19.14,19.7,19.14
P003,2022-07-29,42.0,24.29,21.1,24.29
P003,2022-07-30,12.0,23.57,21.4,23.57
P003,2022-07-31,8.0,18.86,21.67,18.86
P003,2022-08-01,40.0,24.57,23.0,24.57
P003,2022-08-02,26.0,21.0,23.47,21.0
P003,2022-08-03,0.0,21.0,22.9,21.0
P003,2022-08-04,4.0,18.86,22.33,18.86
P003,2022-08-05,0.0,12.86,21.37,12.86
P003,2022-08-06,33.0,15.86,21.33,15.86
P003,2022-08-07,91.0,27.71,23.9,27.71
P003,2022-08-08,0.0,22.0,23.7,22.0
P003,2022-08-09,16.0,20.57,23.37,20.57
P003,2022-08-10,15.0,22.71,23.87,22.71
